Source system ID,Plant (code),Plant (name),Calendar day,Operation Group,Material Unique (code),Material Unique (name),Stock Qty,ATP Quantity,ATP Qty (allow negative),Reserved Stock Qty,Stock in Transit Qty,Safety Stock Qty,Minimum Safety Stock Qty,Stock Value (EUR),ATP Stock Value (EUR),Reserved Stock Value (EUR),Safety Stock Value (EUR),Stock in Transit Value (EUR),Total Stock Value (EUR)
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200053,M14-HNBR GASKET 14,11102,7971,4863,1487,1826,1037,726,143485.9,129137.31,27517.96,13402.53,23599.82,167085.72
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200056,M10-BFG GASKET 17,5601,2986,2807,787,1229,274,192,207396.81,186657.13,24039.51,10145.82,45508.07,252904.88
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200067,M6-FKM GASKET 28,5992,3687,3236,475,556,859,601,112583.98,101325.58,20134.2,16139.79,10446.71,123030.69
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200068,M20-SILI GASKET 29,5203,4880,2587,317,1804,711,498,127706.78,114936.1,18379.38,17451.38,44278.88,171985.67
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200070,M18-AFLAS GASKET 31,3707,3317,3335,295,1650,114,80,216315.66,194684.09,11073.45,6652.28,96282.93,312598.6
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200075,M6-FKM GASKET 36,2773,1498,2287,25,702,1119,783,98787.82,88909.03,10879.58,39864.25,25008.67,123796.49
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200090,M12-EPDM GASKET 11,4398,4128,1468,474,228,1175,822,38037.27,34233.55,7298.6,10162.3,1971.92,40009.19
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200093,M14-HNBR GASKET 14,5551,3882,2278,785,2568,1070,749,61816.78,55635.1,12199.99,11915.68,28597.64,90414.42
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200110,M18-AFLAS GASKET 31,7504,6372,2957,295,3272,62,43,256804.47,231124.03,50860.69,2121.79,111975.51,368779.98
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200115,M6-FKM GASKET 36,5800,4963,5077,910,1702,1063,744,287315.87,258584.28,29193.75,52658.06,84312.35,371628.22
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200118,M18-AFLAS GASKET 39,8039,7566,6857,1121,1481,145,102,230443.96,207399.56,11604.93,4156.53,42453.97,272897.93
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200119,M22-NBR GASKET 40,6005,4951,3838,940,116,267,187,340874.35,306786.92,28142.61,15156.28,6584.75,347459.1
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200122,M12-EPDM GASKET 03,8381,5858,4828,1037,768,260,182,405017.61,364515.85,76945.91,12564.68,37114.13,442131.74
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200124,M20-SILI GASKET 05,3318,1900,1274,526,109,653,457,60030.75,54027.67,9135.49,11814.37,1972.08,62002.82
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200130,M12-EPDM GASKET 11,4999,3648,2964,202,1981,1103,772,212580.9,191322.81,18239.15,46904.73,84241.4,296822.3
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200131,M6-FKM GASKET 12,9618,8955,7899,357,2731,827,579,305174.44,274656.99,38300.28,26240.31,86653.29,391827.73
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200134,M18-AFLAS GASKET 15,9189,6572,4907,710,2807,987,691,106298.27,95668.44,12775.46,11417.61,32471.35,138769.62
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200144,M10-BFG GASKET 25,4320,3068,3303,658,1367,115,80,75338.24,67804.42,5023.41,2005.53,23839.67,99177.92
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200153,M8-NBR GASKET 34,8518,5964,7557,1521,1117,688,482,343920.7,309528.63,41407.75,27778.52,45099.72,389020.42
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200156,M20-SILI GASKET 37,4922,3122,3964,544,1805,135,94,88475.45,79627.91,8633.39,2426.69,32445.79,120921.24
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200158,M18-AFLAS GASKET 39,11091,5636,6952,1606,2134,784,549,46755.43,42079.89,4404.68,3305.05,8996.13,55751.56
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200161,M8-NBR GASKET 02,2630,2244,1210,126,1438,125,88,114035.13,102631.61,7630.22,5419.92,62350.77,176385.89
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200166,M18-AFLAS GASKET 07,2577,1978,995,194,1565,570,399,52018.86,46816.98,4340.6,11505.92,31590.81,83609.68
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200167,M22-NBR GASKET 08,3433,3180,1563,330,845,115,80,119170.85,107253.77,13001.9,3992.03,29332.76,148503.61
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200173,M14-HNBR GASKET 14,9996,8002,4508,218,1641,920,644,179460.21,161514.19,30827.74,16516.95,29461.2,208921.41
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200182,M18-AFLAS GASKET 23,1148,1073,483,219,3219,269,188,34023.67,30621.31,3171.87,7972.45,95402.62,129426.3
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200184,M10-BFG GASKET 25,394,254,269,35,2515,1115,780,22142.78,19928.51,4328.11,62662.96,141342.9,163485.69
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200199,M22-NBR GASKET 40,429,284,201,53,1706,599,419,18015.31,16213.78,2145.38,25154.24,71641.29,89656.6
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200200,M10-BFG GASKET 01,7625,3838,4818,596,2511,118,83,289334.03,260400.63,47652.8,4477.56,95281.02,384615.05
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200203,M6-FKM GASKET 04,3325,2942,1719,490,3488,1123,786,61678.31,55510.48,5671.21,20831.5,64701.94,126380.25
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200212,M20-SILI GASKET 13,144,81,86,25,3435,397,278,5883.92,5295.53,1008.99,16221.64,140356.01,146239.93
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200213,M14-HNBR GASKET 14,596,537,339,104,1898,1154,808,26930.13,24237.12,3571.0,52143.24,85760.73,112690.86
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200216,M10-BFG GASKET 17,11388,9437,5129,509,1012,764,535,301561.21,271405.09,41669.27,20231.19,26798.38,328359.59
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200218,M12-EPDM GASKET 19,4909,2628,4121,139,3360,1105,774,259002.79,233102.51,31317.1,58300.69,177276.3,436279.09
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200225,M8-NBR GASKET 26,8951,5656,6487,1429,963,684,479,28124.95,25312.46,4440.86,2149.2,3025.84,31150.8
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200226,M12-EPDM GASKET 27,6783,5268,3626,505,1400,1120,784,62276.82,56049.14,9634.33,10283.07,12853.83,75130.65
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200234,M12-EPDM GASKET 35,6925,4035,2402,234,2132,857,600,298873.77,268986.4,16591.59,36986.98,92014.28,390888.05
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200237,M14-HNBR GASKET 38,358,290,255,41,1988,203,142,13729.67,12356.71,1689.0,7785.26,76241.88,89971.55
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200244,M20-SILI GASKET 05,1310,715,579,78,1035,330,231,42759.68,38483.71,6206.01,10771.52,33783.41,76543.09
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200248,M10-BFG GASKET 09,6383,5380,2238,1165,1142,867,607,208736.21,187862.59,28307.8,28352.55,37345.57,246081.78
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200250,M12-EPDM GASKET 11,10521,6709,7006,1483,3070,211,148,607844.02,547059.61,89754.67,12190.39,177367.28,785211.29
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200251,M6-FKM GASKET 12,3710,2212,1959,523,3090,885,620,71791.25,64612.12,8747.4,17125.41,59793.79,131585.04
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200270,M18-AFLAS GASKET 31,1923,1709,1137,3,2645,938,657,99062.61,89156.35,9216.19,48320.71,136256.16,235318.77
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200274,M12-EPDM GASKET 35,6843,5014,3757,391,390,91,64,211513.26,190361.94,24877.82,2812.76,12054.68,223567.94
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200282,M12-EPDM GASKET 03,7664,6388,4205,248,3482,471,330,179017.26,161115.53,24915.69,11001.71,81333.26,260350.52
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200285,M14-HNBR GASKET 06,4137,2594,3527,662,1361,970,679,80334.65,72301.19,12625.35,18836.02,26428.68,106763.33
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200289,M8-NBR GASKET 10,2107,1723,1830,391,2520,380,266,76249.08,68624.17,5640.72,13751.61,91194.91,167443.99
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200290,M12-EPDM GASKET 11,9631,7053,3837,153,3210,496,347,142320.37,128088.33,16205.04,7329.55,47435.2,189755.56
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200291,M6-FKM GASKET 12,8978,6617,4072,787,2941,538,377,401189.96,361070.96,32658.18,24041.01,131421.21,532611.17
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200292,M20-SILI GASKET 13,7626,5501,5925,538,1074,228,160,60906.24,54815.61,10084.51,1820.96,8577.67,69483.9
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200295,M22-NBR GASKET 16,8187,4227,6828,1212,1946,933,653,271318.87,244186.98,51352.96,30919.81,64490.84,335809.71
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200296,M10-BFG GASKET 17,2988,2715,1233,294,3363,980,686,77062.26,69356.03,5323.29,25274.77,86733.72,163795.98
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200299,M6-FKM GASKET 20,5666,3608,2114,135,3079,408,286,123142.72,110828.44,6599.8,8867.32,66917.83,190060.55
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200303,M22-NBR GASKET 24,9586,5821,2905,1215,1744,385,270,402448.29,362203.46,67772.83,16163.43,73218.22,475666.51
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200308,M20-SILI GASKET 29,968,850,780,159,2303,680,476,37740.2,33966.18,2140.2,26511.71,89788.92,127529.12
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200309,M14-HNBR GASKET 30,4587,2807,3600,785,2046,1082,757,196976.68,177279.01,37287.06,46463.65,87860.1,284836.78
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200313,M8-NBR GASKET 34,9551,5115,6606,1553,479,1113,779,212656.95,191391.25,18259.27,24781.4,10665.13,223322.08
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200318,M18-AFLAS GASKET 39,4672,3122,3970,411,3213,631,442,130241.28,117217.15,24083.22,17590.38,89568.75,219810.03
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200321,M8-NBR GASKET 02,10703,9881,3654,464,2117,233,163,487466.28,438719.65,63109.1,10611.94,96418.4,583884.68
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200346,M12-EPDM GASKET 27,10756,7060,7340,1861,2574,585,410,582763.02,524486.71,100177.06,31695.46,139460.02,722223.04
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200368,M10-BFG GASKET 09,10479,6398,4503,873,1414,1116,781,186170.71,167553.64,32912.19,19826.94,25121.23,211291.94
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200375,M22-NBR GASKET 16,1468,1178,525,243,3453,51,36,30056.72,27051.05,4169.89,1044.2,70698.82,100755.54
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200388,M20-SILI GASKET 29,4177,3412,2958,614,2508,200,140,239760.45,215784.41,38298.48,11480.03,143959.59,383720.04
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200395,M6-FKM GASKET 36,8754,5846,4281,454,3212,489,342,72475.46,65227.91,12294.61,4048.49,26592.55,99068.0
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200402,M12-EPDM GASKET 03,5579,3346,4982,842,1538,797,558,210742.68,189668.41,11472.99,30106.1,58096.83,268839.51
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200405,M14-HNBR GASKET 06,7756,4949,5739,207,2736,180,126,334754.37,301278.94,52121.15,7768.93,118087.67,452842.04
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200409,M8-NBR GASKET 10,5749,3317,2244,657,2405,945,662,265024.19,238521.77,20041.26,43563.73,110868.53,375892.72
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200410,M12-EPDM GASKET 11,8048,5190,4645,1520,2703,320,224,390292.99,351263.69,77665.8,15518.61,131083.74,521376.73
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200413,M14-HNBR GASKET 14,295,255,237,43,1286,874,612,11759.96,10583.96,710.59,34841.37,51265.44,63025.4
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200417,M8-NBR GASKET 18,1030,532,383,67,2451,195,136,29259.48,26333.53,1757.93,5539.42,69626.19,98885.67
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200418,M12-EPDM GASKET 19,11078,8345,6963,1388,1638,902,631,536221.53,482599.38,80750.53,43660.57,79286.05,615507.59
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200422,M18-AFLAS GASKET 23,10745,9933,9267,1470,3428,401,281,214328.64,192895.78,10938.12,7998.68,68377.72,282706.36
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200433,M8-NBR GASKET 34,5329,3230,3228,227,934,236,165,49979.64,44981.68,5375.22,2213.4,8759.8,58739.45
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200435,M6-FKM GASKET 36,4591,2620,3000,452,1847,818,573,198942.55,179048.29,35907.14,35446.53,80036.35,278978.9
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200439,M22-NBR GASKET 40,6063,3694,5152,571,2138,270,189,183199.73,164879.76,33935.24,8158.33,64601.85,247801.59
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200450,M12-EPDM GASKET 11,8042,7608,7137,419,1438,998,699,85814.57,77233.12,11180.96,10649.46,15344.61,101159.18
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200453,M14-HNBR GASKET 14,11553,9030,8153,1268,3076,185,130,254844.06,229359.66,34594.0,4080.86,67852.54,322696.6
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200458,M12-EPDM GASKET 19,8729,7629,6452,1345,2826,1179,825,45012.3,40511.07,6376.75,6079.68,14572.66,59584.96
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200463,M22-NBR GASKET 24,8084,4093,3570,485,3445,798,559,484720.82,436248.74,94906.67,47848.49,206563.98,691284.81
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200468,M20-SILI GASKET 29,8211,6445,5466,1552,2829,977,684,102897.06,92607.36,16626.85,12243.38,35451.93,138348.99
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200470,M18-AFLAS GASKET 31,306,200,220,1,2946,829,580,11437.36,10293.62,1513.3,30985.53,110112.63,121549.99
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200473,M8-NBR GASKET 34,8124,6551,4459,1098,2155,1001,701,183390.26,165051.23,32345.19,22596.46,48646.73,232036.98
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200490,M12-EPDM GASKET 11,485,285,266,65,567,798,559,21608.76,19447.88,3739.29,35554.2,25262.19,46870.95
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200491,M6-FKM GASKET 12,11103,5796,6447,73,2497,317,222,314770.6,283293.54,45429.45,8986.97,70790.07,385560.68
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200498,M12-EPDM GASKET 19,3263,2402,2557,422,121,238,167,144315.01,129883.51,11276.48,10526.19,5351.55,149666.57
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200506,M12-EPDM GASKET 27,9758,5505,5927,1671,431,799,559,337800.72,304020.65,57879.95,27659.64,14920.28,352721.0
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200509,M14-HNBR GASKET 30,9576,4821,4254,1885,1318,610,427,235481.46,211933.31,27403.96,15000.39,32410.67,267892.13
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200511,M22-NBR GASKET 32,7145,4965,3987,657,3495,659,461,234123.51,210711.16,18280.8,21593.76,114522.28,348645.78
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200528,M10-BFG GASKET 09,2584,2351,1574,381,1340,650,455,46970.78,42273.7,2829.23,11815.41,24357.91,71328.69
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200532,M20-SILI GASKET 13,8028,6970,3099,876,2286,435,304,296583.34,266925.0,24508.37,16070.47,84453.1,381036.44
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200537,M8-NBR GASKET 18,296,223,225,33,91,406,284,2245.05,2020.55,292.71,3079.36,690.2,2935.26
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200550,M18-AFLAS GASKET 31,11114,6041,8019,40,2974,258,181,148457.67,133611.91,21287.88,3446.29,39725.85,188183.53
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200555,M6-FKM GASKET 36,4154,2132,2013,535,1068,507,355,85394.65,76855.18,16698.37,10422.51,21955.1,107349.75
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200573,M14-HNBR GASKET 14,1893,1131,1532,128,209,557,390,18676.82,16809.14,2335.92,5495.5,2062.05,20738.87
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200577,M8-NBR GASKET 18,5822,4582,1923,422,2171,680,476,267530.42,240777.37,26830.7,31247.11,99761.0,367291.41
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200581,M14-HNBR GASKET 22,1680,1005,1098,197,2138,398,279,97635.09,87871.58,17363.42,23130.22,124252.27,221887.36
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200583,M22-NBR GASKET 24,4914,4423,1650,286,608,1113,779,118746.25,106871.63,14972.45,26895.52,14692.25,133438.5
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200587,M6-FKM GASKET 28,6797,4660,3527,1158,2039,458,321,107102.16,96391.94,11784.98,7216.83,32129.07,139231.23
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200591,M22-NBR GASKET 32,8747,5156,5532,952,912,753,527,368199.24,331379.32,65700.26,31697.04,38390.04,406589.29
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200592,M10-BFG GASKET 33,7697,6189,2603,1201,3468,257,180,367185.89,330467.3,18473.1,12260.2,165441.17,532627.06
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200593,M8-NBR GASKET 34,9872,7931,7085,361,3415,603,422,530618.31,477556.48,47818.62,32411.15,183555.67,714173.97
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200600,M10-BFG GASKET 01,5020,4445,3506,261,2363,989,692,41001.24,36901.12,4354.24,8077.73,19299.99,60301.23
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200607,M22-NBR GASKET 08,2325,1725,1697,116,2921,54,38,13896.68,12507.01,1609.86,322.76,17459.02,31355.7
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200610,M12-EPDM GASKET 11,11626,7648,4365,538,1535,381,267,442708.74,398437.87,87497.35,14508.17,58451.57,501160.31
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200611,M6-FKM GASKET 12,9341,5665,7025,914,185,313,219,414476.56,373028.9,42195.26,13888.36,8208.77,422685.33
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200615,M22-NBR GASKET 16,1196,907,442,5,836,1064,745,58270.95,52443.86,7369.05,51839.71,40731.2,99002.15
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200621,M14-HNBR GASKET 22,8999,7385,5185,1302,2847,791,554,111527.73,100374.95,13618.17,9803.14,35283.86,146811.58
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200625,M8-NBR GASKET 26,6974,3523,2891,987,3097,636,445,403463.96,363117.56,44912.66,36794.25,179169.47,582633.42
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200629,M14-HNBR GASKET 30,3014,1549,1575,484,1851,140,98,136588.32,122929.48,7010.48,6344.51,83883.53,220471.85
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200635,M6-FKM GASKET 36,2743,1983,2376,509,609,290,203,74352.91,66917.62,7745.99,7860.86,16507.81,90860.72
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200648,M10-BFG GASKET 09,10907,7631,5224,2066,1182,1154,808,454408.63,408967.77,70739.09,48078.07,49244.61,503653.24
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200667,M6-FKM GASKET 28,11918,10838,6614,891,2561,483,338,77499.53,69749.58,5212.53,3140.82,16653.49,94153.02
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200672,M10-BFG GASKET 33,10897,9668,3945,136,1199,824,577,510222.19,459199.97,62703.27,38581.54,56139.89,566362.08
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200679,M22-NBR GASKET 40,5079,2557,2163,901,637,185,130,73818.52,66436.67,11443.66,2688.8,9258.2,83076.72
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200683,M6-FKM GASKET 04,4258,2315,3437,109,1093,504,353,129711.29,116740.16,17542.18,15353.33,33296.02,163007.31
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200685,M14-HNBR GASKET 06,1832,1647,1075,208,3192,946,662,73211.38,65890.24,7770.64,37804.57,127560.44,200771.81
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200691,M6-FKM GASKET 12,10311,8546,7224,1154,103,129,90,242531.2,218278.08,31909.37,3034.29,2422.72,244953.92
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200694,M18-AFLAS GASKET 15,9685,6673,7777,1538,3279,153,107,32182.49,28964.24,2614.4,508.41,10895.86,43078.35
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200704,M10-BFG GASKET 25,2705,1643,1768,221,2173,190,133,21382.79,19244.51,1866.1,1501.93,17177.37,38560.16
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200709,M14-HNBR GASKET 30,2475,1393,1934,211,1625,727,509,75649.37,68084.43,7195.23,22221.05,49668.78,125318.14
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200714,M12-EPDM GASKET 35,11407,8531,4564,1459,513,521,365,299266.81,269340.12,55934.1,13668.63,13458.74,312725.55
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200728,M10-BFG GASKET 09,11505,6239,10107,1738,1552,631,442,498576.57,448718.91,88872.25,27344.79,67256.92,565833.48
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200733,M14-HNBR GASKET 14,8859,6763,4925,431,1738,556,389,391596.64,352436.98,76286.32,24577.01,76825.26,468421.9
P01,NW10,Northwind Baltics,2026.04.03,OPS-M20-SILI,MAT-200740,M20-SILI GASKET 21,7524,5403,2562,341,2851,661,463,222524.82,200272.33,23202.42,19549.3,84319.28,306844.09
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200744,M10-BFG GASKET 25,10316,5212,5716,1412,1249,1113,779,222431.78,200188.6,16408.56,23998.31,26930.72,249362.5
P01,NW10,Northwind Baltics,2026.04.03,OPS-M12-EPDM,MAT-200746,M12-EPDM GASKET 27,4903,3580,4305,363,936,776,543,40688.99,36620.09,5435.22,6439.86,7767.67,48456.66
P01,NW10,Northwind Baltics,2026.04.03,OPS-M14-HNBR,MAT-200749,M14-HNBR GASKET 30,4784,2772,3489,35,2326,524,367,231606.59,208445.93,13604.96,25368.28,112608.06,344214.65
P01,NW10,Northwind Baltics,2026.04.03,OPS-M22-NBR,MAT-200751,M22-NBR GASKET 32,3667,3208,1869,502,2683,1158,811,177011.98,159310.78,14269.38,55898.52,129512.72,306524.69
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200752,M10-BFG GASKET 33,11922,8036,10619,1076,2639,743,520,533244.28,479919.85,34110.62,33232.72,118036.54,651280.82
P01,NW10,Northwind Baltics,2026.04.03,OPS-M8-NBR,MAT-200753,M8-NBR GASKET 34,9372,5108,3060,1239,159,1087,761,489083.72,440175.35,50633.1,56725.78,8297.52,497381.24
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200755,M6-FKM GASKET 36,289,267,118,33,770,986,690,11946.28,10751.65,1727.47,40757.89,31829.19,43775.47
P01,NW10,Northwind Baltics,2026.04.03,OPS-M10-BFG,MAT-200760,M10-BFG GASKET 01,1377,1218,801,206,4,888,622,26738.37,24064.53,3832.33,17243.05,77.67,26816.04
P01,NW10,Northwind Baltics,2026.04.03,OPS-M18-AFLAS,MAT-200774,M18-AFLAS GASKET 15,4551,2282,2876,805,2359,736,515,56074.61,50467.15,5648.1,9068.54,29066.14,85140.75
P01,NW10,Northwind Baltics,2026.04.03,OPS-M6-FKM,MAT-200787,M6-FKM GASKET 28,8248,5176,3555,778,955,469,328,56674.78,51007.31,5929.36,3222.66,6562.13,63236.91
