Connector,Plant,Type,Sap code,Material description,Total QTY,Tool No.,Work center,Group,Cycle times Standard Value (Machine),OPS plan GD,Rev no,Material Status
NW06_MAT-200457,NW06,Gaskets,MAT-200457,M8-NBR GASKET 18,117792,T-70044-C,PRESS_1,N/55756100,0.488,105251,C,Active
NW06_MAT-200467,NW06,Gaskets,MAT-200467,M6-FKM GASKET 28,24128,T-70601-B,ASSY_1,N/56997145,0.282,171475,D,Active
NW06_MAT-200468,NW06,Gaskets,MAT-200468,M20-SILI GASKET 29,222137,T-70013-C,PRESS_2,N/57202119,0.952,171799,B,Active
NW06_MAT-200481,NW06,Gaskets,MAT-200481,M8-NBR GASKET 02,175819,T-70209-C,PRESS_3,N/54578442,0.434,16425,C,Active
NW06_MAT-200489,NW06,Gaskets,MAT-200489,M8-NBR GASKET 10,188903,T-70369-D,PRESS_3,N/58874023,0.491,307964,C,Active
NW06_MAT-200492,NW06,Gaskets,MAT-200492,M20-SILI GASKET 13,73363,T-70129-A,GRINDING_1,N/50296864,0.615,176482,A,Active
NW06_MAT-200499,NW06,Gaskets,MAT-200499,M6-FKM GASKET 20,217653,T-70300-A,PRESS_2,N/52520191,0.403,169381,D,Phase-out
NW06_MAT-200503,NW06,Gaskets,MAT-200503,M22-NBR GASKET 24,195586,T-70468-D,PRESS_1,N/52866846,0.54,248059,D,Active
NW06_MAT-200514,NW06,Gaskets,MAT-200514,M12-EPDM GASKET 35,193314,T-70483-C,PRESS_3,N/52884035,0.607,106761,D,Active
NW06_MAT-200518,NW06,Gaskets,MAT-200518,M18-AFLAS GASKET 39,88957,T-70590-A,PRESS_3,N/51031000,0.802,282539,C,Active
NW06_MAT-200525,NW06,Gaskets,MAT-200525,M14-HNBR GASKET 06,179959,T-70075-D,ASSY_1,N/59785243,0.489,2563,D,Phase-out
NW06_MAT-200530,NW06,Gaskets,MAT-200530,M12-EPDM GASKET 11,51152,T-70493-A,PRESS_3,N/57241716,0.689,183409,C,Active
NW06_MAT-200533,NW06,Gaskets,MAT-200533,M14-HNBR GASKET 14,25793,T-70102-A,PRESS_2,N/51128631,0.651,26366,A,Active
NW06_MAT-200534,NW06,Gaskets,MAT-200534,M18-AFLAS GASKET 15,230223,T-70017-B,PRESS_2,N/56241283,0.538,91017,B,Phase-out
NW06_MAT-200535,NW06,Gaskets,MAT-200535,M22-NBR GASKET 16,138863,T-70559-D,PRESS_2,N/58661878,0.649,203686,C,Active
NW06_MAT-200537,NW06,Gaskets,MAT-200537,M8-NBR GASKET 18,107102,T-70413-C,GRINDING_1,N/56455328,0.381,304464,C,Active
NW06_MAT-200538,NW06,Gaskets,MAT-200538,M12-EPDM GASKET 19,245258,T-70468-D,ASSY_1,N/59633175,0.491,266684,A,Active
NW06_MAT-200540,NW06,Gaskets,MAT-200540,M20-SILI GASKET 21,157054,T-70502-B,PRESS_3,N/50507756,0.787,228391,A,Phase-out
NW06_MAT-200541,NW06,Gaskets,MAT-200541,M14-HNBR GASKET 22,114740,T-70340-B,ASSY_1,N/56803234,0.481,35958,C,Active
NW06_MAT-200545,NW06,Gaskets,MAT-200545,M8-NBR GASKET 26,148367,T-70074-B,ASSY_1,N/52515264,0.489,233922,B,Phase-out
NW06_MAT-200552,NW06,Gaskets,MAT-200552,M10-BFG GASKET 33,199179,T-70522-A,PRESS_3,N/52258836,0.661,126483,D,Active
NW06_MAT-200557,NW06,Gaskets,MAT-200557,M14-HNBR GASKET 38,35678,T-70385-B,PRESS_3,N/57550427,0.463,152590,A,Active
NW06_MAT-200560,NW06,Gaskets,MAT-200560,M10-BFG GASKET 01,191245,T-70642-A,PRESS_1,N/56811720,0.597,262755,C,Active
NW06_MAT-200565,NW06,Gaskets,MAT-200565,M14-HNBR GASKET 06,182522,T-70522-A,PRESS_2,N/58384375,0.734,279832,D,Active
NW06_MAT-200582,NW06,Gaskets,MAT-200582,M18-AFLAS GASKET 23,46975,T-70645-C,PRESS_2,N/53748591,0.71,57334,B,Active
NW06_MAT-200583,NW06,Gaskets,MAT-200583,M22-NBR GASKET 24,66783,T-70557-B,,N/57108828,0.555,173979,B,Active
NW06_MAT-200584,NW06,Gaskets,MAT-200584,M10-BFG GASKET 25,95785,T-70498-C,PRESS_1,N/54368963,0.684,289758,D,Active
NW06_MAT-200585,NW06,Gaskets,MAT-200585,M8-NBR GASKET 26,115876,T-70039-B,PRESS_1,N/51850408,0.344,22845,A,Active
NW06_MAT-200589,NW06,Gaskets,MAT-200589,M14-HNBR GASKET 30,81128,T-70212-C,PRESS_3,N/52474211,0.61,184071,C,Active
NW06_MAT-200595,NW06,Gaskets,MAT-200595,M6-FKM GASKET 36,57305,T-70602-B,PRESS_1,N/50280188,0.273,280999,B,Active
NW06_MAT-200598,NW06,Gaskets,MAT-200598,M18-AFLAS GASKET 39,48369,T-70011-C,,N/50230935,0.618,210948,B,Active
NW06_MAT-200609,NW06,Gaskets,MAT-200609,M8-NBR GASKET 10,54489,T-70011-C,ASSY_1,N/51823252,0.485,232840,B,Phase-out
NW06_MAT-200610,NW06,Gaskets,MAT-200610,M12-EPDM GASKET 11,180221,T-70597-B,PRESS_3,N/54386242,0.591,64766,B,Active
NW06_MAT-200629,NW06,Gaskets,MAT-200629,M14-HNBR GASKET 30,9473,T-70439-C,ASSY_1,N/54778014,0.593,173653,A,Active
NW06_MAT-200634,NW06,Gaskets,MAT-200634,M12-EPDM GASKET 35,106778,T-70268-C,PRESS_1,N/54892988,0.504,247866,C,Active
NW06_MAT-200649,NW06,Gaskets,MAT-200649,M8-NBR GASKET 10,233054,T-70423-B,ASSY_1,N/52110144,0.444,249546,C,Active
NW06_MAT-200653,NW06,Gaskets,MAT-200653,M14-HNBR GASKET 14,55387,T-70615-B,PRESS_2,N/56370434,0.526,151090,D,Active
NW06_MAT-200654,NW06,Gaskets,MAT-200654,M18-AFLAS GASKET 15,17235,T-70241-A,PRESS_3,N/53032020,0.741,216350,A,Active
NW06_MAT-200657,NW06,Gaskets,MAT-200657,M8-NBR GASKET 18,125140,T-70391-D,GRINDING_1,N/58413533,0.319,206166,B,Active
NW06_MAT-200664,NW06,Gaskets,MAT-200664,M10-BFG GASKET 25,258543,T-70411-D,PRESS_1,N/54768072,0.432,265367,A,Active
NW06_MAT-200671,NW06,Gaskets,MAT-200671,M22-NBR GASKET 32,141426,T-70255-D,PRESS_3,N/50740510,0.743,240131,D,Active
NW06_MAT-200672,NW06,Gaskets,MAT-200672,M10-BFG GASKET 33,139487,T-70033-C,PRESS_1,N/50071736,0.622,89932,A,Active
NW06_MAT-200676,NW06,Gaskets,MAT-200676,M20-SILI GASKET 37,168543,T-70350-B,ASSY_1,N/53687482,0.72,50727,A,Phase-out
NW06_MAT-200679,NW06,Gaskets,MAT-200679,M22-NBR GASKET 40,119430,T-70289-A,GRINDING_1,N/50805940,0.709,155609,A,Phase-out
NW06_MAT-200691,NW06,Gaskets,MAT-200691,M6-FKM GASKET 12,37131,T-70594-C,PRESS_3,N/56247993,0.312,137066,A,Active
NW06_MAT-200698,NW06,Gaskets,MAT-200698,M12-EPDM GASKET 19,207157,T-70185-A,PRESS_2,N/50741544,0.718,167325,D,Active
NW06_MAT-200705,NW06,Gaskets,MAT-200705,M8-NBR GASKET 26,245340,T-70013-C,PRESS_2,N/53580711,0.391,182508,C,Active
NW06_MAT-200707,NW06,Gaskets,MAT-200707,M6-FKM GASKET 28,180357,T-70142-D,PRESS_3,N/52432872,0.421,27932,D,Active
NW06_MAT-200722,NW06,Gaskets,MAT-200722,M12-EPDM GASKET 03,237294,T-70239-D,PRESS_2,N/54294164,0.66,264334,D,Active
NW06_MAT-200726,NW06,Gaskets,MAT-200726,M18-AFLAS GASKET 07,46886,T-70368-A,PRESS_2,N/56132875,0.693,289601,D,Active
NW06_MAT-200735,NW06,Gaskets,MAT-200735,M22-NBR GASKET 16,2812,T-70671-A,PRESS_3,N/54961885,0.748,54140,D,Phase-out
NW06_MAT-200739,NW06,Gaskets,MAT-200739,M6-FKM GASKET 20,48308,T-70075-D,ASSY_1,N/58278736,0.319,14927,B,Phase-out
NW06_MAT-200740,NW06,Gaskets,MAT-200740,M20-SILI GASKET 21,197542,T-70219-B,PRESS_3,N/53343954,0.678,204625,D,Active
NW06_MAT-200747,NW06,Gaskets,MAT-200747,M6-FKM GASKET 28,16694,T-70258-C,PRESS_3,N/56064047,0.334,67284,B,Active
NW06_MAT-200748,NW06,Gaskets,MAT-200748,M20-SILI GASKET 29,178921,T-70206-A,PRESS_3,N/51372667,0.606,38103,B,Active
NW06_MAT-200750,NW06,Gaskets,MAT-200750,M18-AFLAS GASKET 31,172938,T-70350-B,ASSY_1,N/59305254,0.817,310901,A,Phase-out
NW06_MAT-200752,NW06,Gaskets,MAT-200752,M10-BFG GASKET 33,147223,T-70649-D,ASSY_1,N/57478364,0.512,58567,A,Active
NW06_MAT-200757,NW06,Gaskets,MAT-200757,M14-HNBR GASKET 38,45343,T-70351-D,GRINDING_1,N/57845011,0.521,79749,D,Active
NW06_MAT-200761,NW06,Gaskets,MAT-200761,M8-NBR GASKET 02,214446,T-70522-A,PRESS_3,N/55206056,0.419,148478,C,Phase-out
NW06_MAT-200770,NW06,Gaskets,MAT-200770,M12-EPDM GASKET 11,250571,T-70226-D,PRESS_2,N/57341077,0.747,45887,B,Phase-out
NW06_MAT-200771,NW06,Gaskets,MAT-200771,M6-FKM GASKET 12,254539,T-70298-D,,N/57266369,0.329,152138,B,Phase-out
NW06_MAT-200775,NW06,Gaskets,MAT-200775,M22-NBR GASKET 16,198947,T-70428-C,PRESS_2,N/57865200,0.637,32933,C,Active
NW06_MAT-200777,NW06,Gaskets,MAT-200777,M8-NBR GASKET 18,81902,T-70198-A,PRESS_2,N/59591855,0.406,124143,A,Active
NW06_MAT-200780,NW06,Gaskets,MAT-200780,M20-SILI GASKET 21,202883,T-70486-B,PRESS_3,N/56416267,0.618,93525,D,Active
NW06_MAT-200786,NW06,Gaskets,MAT-200786,M12-EPDM GASKET 27,142337,T-70658-C,ASSY_1,N/55000219,0.535,282767,C,Active
NW06_MAT-200789,NW06,Gaskets,MAT-200789,M14-HNBR GASKET 30,142504,T-70011-C,GRINDING_1,N/50882549,0.457,161018,B,Active
NW06_MAT-200796,NW06,Gaskets,MAT-200796,M20-SILI GASKET 37,118726,T-70613-D,PRESS_3,N/51471913,0.788,281784,B,Phase-out
NW06_MAT-200802,NW06,Gaskets,MAT-200802,M12-EPDM GASKET 03,214464,T-70501-A,GRINDING_1,N/59852733,0.547,273656,D,Phase-out
NW06_MAT-200804,NW06,Gaskets,MAT-200804,M20-SILI GASKET 05,2085,T-70669-D,PRESS_3,N/55322816,0.65,137107,D,Active
NW06_MAT-200807,NW06,Gaskets,MAT-200807,M22-NBR GASKET 08,132027,T-70181-B,PRESS_3,N/56662128,0.617,8376,A,Active
NW06_MAT-200809,NW06,Gaskets,MAT-200809,M8-NBR GASKET 10,155706,T-70484-C,PRESS_3,N/50909127,0.317,261542,B,Phase-out
NW06_MAT-200810,NW06,Gaskets,MAT-200810,M12-EPDM GASKET 11,52446,T-70677-D,ASSY_1,N/52666686,0.498,91623,D,Phase-out
NW06_MAT-200821,NW06,Gaskets,MAT-200821,M14-HNBR GASKET 22,38009,T-70146-D,,N/52956446,0.619,275128,B,Active
NW06_MAT-200824,NW06,Gaskets,MAT-200824,M10-BFG GASKET 25,6356,T-70494-A,GRINDING_1,N/52230962,0.643,285817,A,Active
NW06_MAT-200836,NW06,Gaskets,MAT-200836,M20-SILI GASKET 37,135929,T-70657-C,PRESS_3,N/55602682,0.789,58607,D,Active
NW06_MAT-200847,NW06,Gaskets,MAT-200847,M22-NBR GASKET 08,255615,T-70123-A,PRESS_2,N/53478036,0.735,271561,D,Phase-out
NW06_MAT-200850,NW06,Gaskets,MAT-200850,M12-EPDM GASKET 11,110181,T-70647-C,PRESS_3,N/51671150,0.753,77676,A,Active
NW06_MAT-200851,NW06,Gaskets,MAT-200851,M6-FKM GASKET 12,132578,T-70331-A,PRESS_2,N/55598988,0.325,203578,B,Active
NW06_MAT-200860,NW06,Gaskets,MAT-200860,M20-SILI GASKET 21,220729,T-70304-A,GRINDING_1,N/52812313,0.629,279541,B,Active
NW06_MAT-200861,NW06,Gaskets,MAT-200861,M14-HNBR GASKET 22,40615,T-70082-C,PRESS_3,N/58942585,0.455,252933,C,Active
NW06_MAT-200864,NW06,Gaskets,MAT-200864,M10-BFG GASKET 25,3666,T-70423-B,ASSY_1,N/55637547,0.488,37632,D,Active
NW06_MAT-200866,NW06,Gaskets,MAT-200866,M12-EPDM GASKET 27,145490,T-70472-C,GRINDING_1,N/58886208,0.559,300625,D,Active
NW06_MAT-200870,NW06,Gaskets,MAT-200870,M18-AFLAS GASKET 31,233746,T-70277-A,PRESS_1,N/56306166,0.75,171159,D,Phase-out
NW06_MAT-200877,NW06,Gaskets,MAT-200877,M14-HNBR GASKET 38,71887,T-70321-C,ASSY_1,N/56491761,0.657,91000,B,Active
NW06_MAT-200882,NW06,Gaskets,MAT-200882,M12-EPDM GASKET 03,108075,T-70212-C,PRESS_2,N/59282110,0.754,177857,B,Active
NW07_MAT-100000,NW07,Plates,MAT-100000,S62/PL.01 304TL 0.5mm,69793,T-70489-C,PRESS_4,N/50389608,1.355,70374,C,Active
NW07_MAT-100003,NW07,Plates,MAT-100003,S160/PL.04 304TL 0.4mm,201563,T-70484-C,,N/54849946,1.521,145575,B,Phase-out
NW07_MAT-100006,NW07,Plates,MAT-100006,PRO-9X/PL.07 304TL 0.7mm,180598,T-70024-D,PRESS_1,N/54692019,1.448,233102,B,Active
NW07_MAT-100010,NW07,Plates,MAT-100010,MX250/PL.11 304TL 0.7mm,208656,T-70284-B,EXTRUSION_1,N/50462277,1.178,160466,C,Active
NW07_MAT-100016,NW07,Plates,MAT-100016,XL420/PL.17 304TL 0.5mm,246729,T-70675-C,PRESS_4,N/59744325,1.829,41294,A,Active
NW07_MAT-100017,NW07,Plates,MAT-100017,XL520/PL.18 304TL 0.4mm,156593,T-70405-B,PRESS_4,N/56288201,2.178,246679,D,Phase-out
NW07_MAT-100018,NW07,Plates,MAT-100018,PRO-9X/PL.19 304TL 0.7mm,195949,T-70050-D,PRESS_5,N/53723143,1.412,226861,B,Active
NW07_MAT-100019,NW07,Plates,MAT-100019,PRO-12X/PL.20 304TL 0.4mm,126983,T-70369-D,EXTRUSION_1,N/52647045,1.25,237856,A,Active
NW07_MAT-100034,NW07,Plates,MAT-100034,MX250/PL.35 304TL 0.5mm,198575,T-70154-B,PRESS_2,N/53958624,1.338,182725,B,Active
NW07_MAT-100035,NW07,Plates,MAT-100035,HT80/PL.36 304TL 0.5mm,71505,T-70120-B,PRESS_5,N/55198791,1.503,241479,A,Active
NW07_MAT-100037,NW07,Plates,MAT-100037,S120/PL.38 304TL 0.7mm,118588,T-70261-D,ASSY_1,N/59958124,1.02,240351,B,Phase-out
NW07_MAT-100043,NW07,Plates,MAT-100043,PRO-12X/PL.44 304TL 0.5mm,185732,T-70601-B,ASSY_1,N/53937127,1.694,248065,B,Active
NW07_MAT-100046,NW07,Plates,MAT-100046,MX250/PL.47 304TL 0.5mm,92606,T-70091-B,ASSY_1,N/53252121,1.097,213711,B,Active
NW07_MAT-100051,NW07,Plates,MAT-100051,S160/PL.02 304TL 0.4mm,119375,T-70514-A,PRESS_4,N/51928046,1.551,69955,B,Active
NW07_MAT-100052,NW07,Plates,MAT-100052,XL420/PL.03 304TL 0.8mm,179340,T-70187-C,PRESS_5,N/52039458,2.008,106192,C,Phase-out
NW07_MAT-100057,NW07,Plates,MAT-100057,MX200/PL.08 304TL 0.8mm,253387,T-70650-B,ASSY_1,N/50476023,1.03,121404,B,Active
NW07_MAT-100068,NW07,Plates,MAT-100068,MX100/PL.19 304TL 0.5mm,56387,T-70030-C,ASSY_1,N/58848960,1.111,253900,B,Active
NW07_MAT-100069,NW07,Plates,MAT-100069,MX200/PL.20 304TL 0.3mm,74035,T-70355-D,PRESS_2,N/53681477,1.103,15436,B,Active
NW07_MAT-100077,NW07,Plates,MAT-100077,XL520/PL.28 304TL 0.4mm,233742,T-70008-A,PRESS_5,N/58958173,2.384,202241,C,Active
NW07_MAT-100084,NW07,Plates,MAT-100084,S62/PL.35 304TL 0.6mm,79716,T-70434-C,GRINDING_1,N/53508626,1.089,255455,A,Active
NW07_MAT-100090,NW07,Plates,MAT-100090,PRO-9X/PL.41 304TL 0.8mm,149701,T-70160-C,PRESS_5,N/51482650,1.606,219011,C,Active
NW07_MAT-100094,NW07,Plates,MAT-100094,MX250/PL.45 304TL 0.6mm,44993,T-70532-B,,N/53820828,0.914,59868,C,Active
NW07_MAT-100100,NW07,Plates,MAT-100100,XL420/PL.01 304TL 0.8mm,116854,T-70614-B,PRESS_5,N/50457282,2.027,25770,A,Active
NW07_MAT-100102,NW07,Plates,MAT-100102,PRO-9X/PL.03 304TL 0.5mm,190279,T-70115-C,PRESS_4,N/54099069,1.721,63005,B,Active
NW07_MAT-100111,NW07,Plates,MAT-100111,S160/PL.12 304TL 0.7mm,20505,T-70020-C,PRESS_4,N/56695588,1.468,60258,B,Active
NW07_MAT-100118,NW07,Plates,MAT-100118,MX250/PL.19 304TL 0.6mm,33202,T-70074-B,PRESS_2,N/57782368,1.325,260742,C,Active
NW07_MAT-100119,NW07,Plates,MAT-100119,HT80/PL.20 304TL 0.4mm,226560,T-70059-B,PRESS_5,N/54209512,1.438,202679,A,Active
NW07_MAT-100120,NW07,Plates,MAT-100120,S62/PL.21 304TL 0.8mm,116446,T-70378-D,PRESS_3,N/59908747,1.486,128301,B,Active
NW07_MAT-100121,NW07,Plates,MAT-100121,S120/PL.22 304TL 0.5mm,9649,T-70250-A,PRESS_5,N/58688753,1.063,28773,B,Active
NW07_MAT-100124,NW07,Plates,MAT-100124,XL420/PL.25 304TL 0.7mm,104239,T-70600-C,PRESS_5,N/54646975,1.927,239432,A,Phase-out
NW07_MAT-100126,NW07,Plates,MAT-100126,PRO-9X/PL.27 304TL 0.5mm,179355,T-70014-D,PRESS_4,N/54304584,1.592,287349,C,Active
NW07_MAT-100128,NW07,Plates,MAT-100128,MX100/PL.29 304TL 0.3mm,3131,T-70013-C,EXTRUSION_1,N/51008957,1.094,24604,C,Active
NW07_MAT-100130,NW07,Plates,MAT-100130,MX250/PL.31 304TL 0.7mm,115563,T-70671-A,PRESS_3,N/50057631,1.097,11327,C,Active
NW07_MAT-100136,NW07,Plates,MAT-100136,XL420/PL.37 304TL 0.4mm,123332,T-70008-A,PRESS_5,N/56928754,2.595,249231,C,Phase-out
NW07_MAT-100140,NW07,Plates,MAT-100140,MX100/PL.41 304TL 0.5mm,34694,T-70175-C,PRESS_2,N/50887113,1.251,54543,A,Active
NW07_MAT-100142,NW07,Plates,MAT-100142,MX250/PL.43 304TL 0.3mm,113269,T-70310-C,ASSY_1,N/53945893,1.041,98513,B,Active
NW07_MAT-100151,NW07,Plates,MAT-100151,PRO-12X/PL.02 304TL 0.6mm,243686,T-70136-C,PRESS_5,N/59124647,1.575,98849,B,Active
NW07_MAT-100156,NW07,Plates,MAT-100156,S62/PL.07 304TL 0.6mm,124049,T-70098-A,PRESS_3,N/53778473,1.11,307268,A,Phase-out
NW07_MAT-100163,NW07,Plates,MAT-100163,PRO-12X/PL.14 304TL 0.6mm,56069,T-70520-B,PRESS_5,N/53353910,1.667,183507,B,Active
NW07_MAT-100164,NW07,Plates,MAT-100164,MX100/PL.15 304TL 0.6mm,225766,T-70350-B,GRINDING_1,N/53226947,1.269,305837,B,Active
NW07_MAT-100174,NW07,Plates,MAT-100174,PRO-9X/PL.25 304TL 0.6mm,181158,T-70482-B,PRESS_5,N/59449157,1.522,46213,C,Active
NW07_MAT-100180,NW07,Plates,MAT-100180,S62/PL.31 304TL 0.4mm,21441,T-70643-D,PRESS_4,N/50608151,1.408,267902,B,Active
NW07_MAT-100182,NW07,Plates,MAT-100182,S140/PL.33 304TL 0.5mm,162113,T-70482-B,PRESS_5,N/58943437,1.377,66616,A,Active
NW07_MAT-100190,NW07,Plates,MAT-100190,MX250/PL.41 304TL 0.5mm,80976,T-70453-B,EXTRUSION_1,N/58714177,1.381,213607,B,Phase-out
NW07_MAT-100199,NW07,Plates,MAT-100199,PRO-12X/PL.50 304TL 0.8mm,25460,T-70376-D,PRESS_3,N/58791857,1.764,7222,C,Active
NW07_MAT-100210,NW07,Plates,MAT-100210,PRO-9X/PL.11 304TL 0.3mm,193766,T-70119-A,PRESS_3,N/56076720,1.281,181443,B,Active
NW07_MAT-100220,NW07,Plates,MAT-100220,XL420/PL.21 304TL 0.5mm,251297,T-70629-D,PRESS_5,N/57941847,2.072,302713,A,Active
NW07_MAT-100225,NW07,Plates,MAT-100225,MX200/PL.26 304TL 0.5mm,159212,T-70327-D,EXTRUSION_1,N/59396211,1.108,116588,A,Active
NW07_MAT-100226,NW07,Plates,MAT-100226,MX250/PL.27 304TL 0.7mm,12049,T-70155-D,EXTRUSION_1,N/51137250,1.215,271043,A,Active
NW07_MAT-100239,NW07,Plates,MAT-100239,HT80/PL.40 304TL 0.5mm,109550,T-70381-D,PRESS_4,N/52315080,1.449,316127,B,Phase-out
NW07_MAT-100244,NW07,Plates,MAT-100244,XL420/PL.45 304TL 0.5mm,225679,T-70076-D,PRESS_4,N/51475313,2.493,287032,C,Active
NW07_MAT-100246,NW07,Plates,MAT-100246,PRO-9X/PL.47 304TL 0.5mm,59134,T-70441-A,PRESS_3,N/57907375,1.332,276505,C,Phase-out
NW07_MAT-100256,NW07,Plates,MAT-100256,XL420/PL.07 304TL 0.5mm,233446,T-70092-B,PRESS_5,N/52398411,1.671,32143,C,Active
NW07_MAT-100263,NW07,Plates,MAT-100263,HT80/PL.14 304TL 0.6mm,182697,T-70096-D,PRESS_4,N/56630669,2.246,143439,B,Phase-out
NW07_MAT-100270,NW07,Plates,MAT-100270,PRO-9X/PL.21 304TL 0.7mm,163014,T-70564-A,PRESS_4,N/54616802,1.73,238455,B,Active
NW07_MAT-100275,NW07,Plates,MAT-100275,HT80/PL.26 304TL 0.6mm,195684,T-70392-A,PRESS_4,N/57302744,1.723,126107,A,Active
NW07_MAT-100276,NW07,Plates,MAT-100276,S62/PL.27 304TL 0.5mm,144433,T-70058-C,PRESS_3,N/55371243,1.134,206188,A,Active
NW07_MAT-100288,NW07,Plates,MAT-100288,S62/PL.39 304TL 0.5mm,18263,T-70296-B,PRESS_3,N/55105496,1.132,183156,B,Active
NW07_MAT-100290,NW07,Plates,MAT-100290,S140/PL.41 304TL 0.6mm,239775,T-70063-D,EXTRUSION_1,N/59061358,1.511,11958,C,Active
NW07_MAT-100293,NW07,Plates,MAT-100293,XL520/PL.44 304TL 0.7mm,251621,T-70400-A,PRESS_5,N/59680414,2.073,73748,B,Active
NW07_MAT-100296,NW07,Plates,MAT-100296,MX100/PL.47 304TL 0.4mm,17692,T-70549-C,PRESS_1,N/59472219,1.297,295832,A,Active
NW07_MAT-100304,NW07,Plates,MAT-100304,XL420/PL.05 304TL 0.6mm,124300,T-70280-B,PRESS_5,N/59672311,2.398,126808,A,Active
NW07_MAT-100306,NW07,Plates,MAT-100306,PRO-9X/PL.07 304TL 0.7mm,31871,T-70510-B,ASSY_1,N/51413424,1.316,135531,B,Active
NW07_MAT-100311,NW07,Plates,MAT-100311,HT80/PL.12 304TL 0.7mm,12058,T-70400-A,PRESS_5,N/52913887,2.098,252464,B,Active
NW07_MAT-100326,NW07,Plates,MAT-100326,S140/PL.27 304TL 0.8mm,8889,T-70573-A,PRESS_5,N/56093879,1.17,99974,B,Active
NW07_MAT-100338,NW07,Plates,MAT-100338,S140/PL.39 304TL 0.7mm,47127,T-70656-C,PRESS_4,N/54130747,1.264,257685,C,Active
NW07_MAT-100346,NW07,Plates,MAT-100346,MX250/PL.47 304TL 0.3mm,150984,T-70118-A,PRESS_1,N/58796441,1.337,63357,A,Active
NW07_MAT-100347,NW07,Plates,MAT-100347,HT80/PL.48 304TL 0.6mm,226929,T-70566-A,PRESS_4,N/54486054,1.636,246380,C,Active
NW07_MAT-100350,NW07,Plates,MAT-100350,S140/PL.01 304TL 0.7mm,200486,T-70489-C,PRESS_5,N/57792596,1.613,196388,B,Active
NW07_MAT-100356,NW07,Plates,MAT-100356,MX100/PL.07 304TL 0.7mm,141248,T-70509-B,EXTRUSION_1,N/54206892,1.327,52856,D,Active
NW07_MAT-100359,NW07,Plates,MAT-100359,HT80/PL.10 304TL 0.4mm,196079,T-70675-C,PRESS_5,N/53607416,1.806,248292,A,Phase-out
NW07_MAT-100367,NW07,Plates,MAT-100367,PRO-12X/PL.18 304TL 0.4mm,154822,T-70656-C,PRESS_4,N/51429852,1.921,184112,A,Phase-out
NW07_MAT-100371,NW07,Plates,MAT-100371,HT80/PL.22 304TL 0.5mm,221653,T-70122-B,PRESS_4,N/53747452,1.411,121303,B,Active
NW07_MAT-100372,NW07,Plates,MAT-100372,S62/PL.23 304TL 0.6mm,563,T-70458-A,GRINDING_1,N/53288453,1.099,120688,B,Active
NW07_MAT-100373,NW07,Plates,MAT-100373,S120/PL.24 304TL 0.6mm,125858,T-70033-C,PRESS_2,N/51771326,1.594,262035,A,Active
NW07_MAT-100375,NW07,Plates,MAT-100375,S160/PL.26 304TL 0.8mm,106955,T-70543-A,GRINDING_1,N/51554312,1.545,252747,A,Phase-out
NW07_MAT-100380,NW07,Plates,MAT-100380,MX100/PL.31 304TL 0.6mm,207911,T-70314-A,PRESS_3,N/51202551,1.043,67625,A,Active
NW07_MAT-100405,NW07,Plates,MAT-100405,MX200/PL.06 304TL 0.6mm,206711,T-70000-D,GRINDING_1,N/56272749,1.161,235110,A,Phase-out
NW07_MAT-100419,NW07,Plates,MAT-100419,HT80/PL.20 304TL 0.5mm,8679,T-70508-C,PRESS_5,N/57287338,1.6,288758,A,Active
NW07_MAT-100433,NW07,Plates,MAT-100433,S120/PL.34 304TL 0.3mm,122139,T-70157-C,ASSY_1,N/59383786,1.578,200038,A,Active
NW07_MAT-100438,NW07,Plates,MAT-100438,PRO-9X/PL.39 304TL 0.6mm,66125,T-70089-D,PRESS_3,N/52742636,1.344,160920,C,Active
NW07_MAT-100439,NW07,Plates,MAT-100439,PRO-12X/PL.40 304TL 0.4mm,43001,T-70219-B,PRESS_3,N/52181575,1.484,272846,B,Phase-out
NW07_MAT-100440,NW07,Plates,MAT-100440,MX100/PL.41 304TL 0.5mm,121117,T-70427-B,ASSY_1,N/51068537,0.907,316407,B,Active
NW07_MAT-100441,NW07,Plates,MAT-100441,MX200/PL.42 304TL 0.7mm,25181,T-70244-B,ASSY_1,N/54144401,0.997,257186,C,Phase-out
NW07_MAT-100443,NW07,Plates,MAT-100443,HT80/PL.44 304TL 0.8mm,82698,T-70014-D,PRESS_5,N/59034279,1.38,72766,C,Phase-out
NW07_MAT-100446,NW07,Plates,MAT-100446,S140/PL.47 304TL 0.7mm,43712,T-70377-B,ASSY_1,N/56390800,1.535,283101,B,Active
NW07_MAT-100454,NW07,Plates,MAT-100454,MX250/PL.05 304TL 0.6mm,63511,T-70321-C,ASSY_1,N/52989455,1.401,250688,B,Active
NW07_MAT-100455,NW07,Plates,MAT-100455,HT80/PL.06 304TL 0.6mm,135936,T-70124-C,PRESS_4,N/59450828,1.5,141795,C,Phase-out
NW07_MAT-100470,NW07,Plates,MAT-100470,S140/PL.21 304TL 0.7mm,216155,T-70561-C,PRESS_2,N/53348025,1.009,275192,B,Active
NW07_MAT-100473,NW07,Plates,MAT-100473,XL520/PL.24 304TL 0.4mm,60753,T-70172-B,PRESS_5,N/51116433,2.057,105135,C,Active
