Header Material,Component Material,Header Material code,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Component Scrap Factor,Assembly Scrap Factor,Total Scrap Factor,Effective Component Quantity,Plant,Header OPS Group,Component OPS Group,Comp Plate/Gasket,Header Description,Version,Usage,BOM Status
P01_NW09_MAT-100221,P01_NW09_RM-COIL-AL,MAT-100221,RM-COIL-AL,8.71,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.032,0.012,1.032,1.012,1.0444,9.097,P01_NW09_Northwind Alpine,OPS-XL520,RM-COIL,Plates,XL520/PL.22 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100221,P01_NW09_RM-COIL-HC276,MAT-100221,RM-COIL-HC276,13.553,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.055,0.021,1.055,1.021,1.0772,14.599,P01_NW09_Northwind Alpine,OPS-XL520,RM-COIL,Plates,XL520/PL.22 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100227,P01_NW09_RM-COIL-TI,MAT-100227,RM-COIL-TI,7.912,KG,COIL TITANIUM 1200mm 0.4mm,8,0.03,0.021,1.03,1.021,1.0516,8.32,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.28 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100227,P01_NW09_RM-COIL-AL,MAT-100227,RM-COIL-AL,8.885,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.056,0.018,1.056,1.018,1.075,9.551,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.28 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100228,P01_NW09_RM-COIL-TI,MAT-100228,RM-COIL-TI,6.065,KG,COIL TITANIUM 1200mm 0.4mm,2,0.017,0.015,1.017,1.015,1.0323,6.261,P01_NW09_Northwind Alpine,OPS-S62,RM-COIL,Plates,S62/PL.29 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100229,P01_NW09_RM-COIL-SS304,MAT-100229,RM-COIL-SS304,6.407,KG,COIL SS304 1250mm 0.4mm,4,0.021,0.025,1.021,1.025,1.0465,6.705,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.30 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100234,P01_NW09_RM-COIL-SS304,MAT-100234,RM-COIL-SS304,8.23,KG,COIL SS304 1250mm 0.4mm,2,0.04,0.029,1.04,1.029,1.0702,8.808,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.35 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100242,P01_NW09_RM-COIL-AL,MAT-100242,RM-COIL-AL,5.348,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.045,0.025,1.045,1.025,1.0711,5.728,P01_NW09_Northwind Alpine,OPS-S140,RM-COIL,Plates,S140/PL.43 304TL 0.3mm,1,1,Active
P01_NW09_MAT-100246,P01_NW09_RM-COIL-HC276,MAT-100246,RM-COIL-HC276,11.607,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.014,0.021,1.014,1.021,1.0353,12.017,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.47 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100259,P01_NW09_RM-COIL-NI,MAT-100259,RM-COIL-NI,7.59,KG,COIL NICKEL 1200mm 0.35mm,8,0.025,0.013,1.025,1.013,1.0383,7.881,P01_NW09_Northwind Alpine,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.10 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100261,P01_NW09_RM-COIL-SS304,MAT-100261,RM-COIL-SS304,5.459,KG,COIL SS304 1250mm 0.4mm,2,0.049,0.009,1.049,1.009,1.0584,5.778,P01_NW09_Northwind Alpine,OPS-MX200,RM-COIL,Plates,MX200/PL.12 304TL 0.8mm,1,1,Active
P01_NW09_MAT-100267,P01_NW09_RM-COIL-TI,MAT-100267,RM-COIL-TI,5.173,KG,COIL TITANIUM 1200mm 0.4mm,2,0.021,0.029,1.021,1.029,1.0506,5.435,P01_NW09_Northwind Alpine,OPS-S160,RM-COIL,Plates,S160/PL.18 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100269,P01_NW09_RM-COIL-SS304,MAT-100269,RM-COIL-SS304,12.75,KG,COIL SS304 1250mm 0.4mm,6,0.049,0.022,1.049,1.022,1.0721,13.669,P01_NW09_Northwind Alpine,OPS-XL520,RM-COIL,Plates,XL520/PL.20 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100273,P01_NW09_RM-COIL-NI,MAT-100273,RM-COIL-NI,5.728,KG,COIL NICKEL 1200mm 0.35mm,2,0.057,0.023,1.057,1.023,1.0813,6.194,P01_NW09_Northwind Alpine,OPS-MX200,RM-COIL,Plates,MX200/PL.24 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100273,P01_NW09_RM-COIL-HC276,MAT-100273,RM-COIL-HC276,8.772,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.047,0.029,1.047,1.029,1.0774,9.451,P01_NW09_Northwind Alpine,OPS-MX200,RM-COIL,Plates,MX200/PL.24 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100275,P01_NW09_RM-COIL-SS316,MAT-100275,RM-COIL-SS316,13.364,KG,COIL SS316 1250mm 0.5mm,6,0.052,0.024,1.052,1.024,1.0772,14.396,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.26 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100275,P01_NW09_RM-COIL-NI,MAT-100275,RM-COIL-NI,11.229,KG,COIL NICKEL 1200mm 0.35mm,6,0.039,0.023,1.039,1.023,1.0629,11.935,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.26 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100277,P01_NW09_RM-COIL-AL,MAT-100277,RM-COIL-AL,3.993,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.051,0.022,1.051,1.022,1.0741,4.289,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.28 304TL 0.3mm,1,1,Active
P01_NW09_MAT-100277,P01_NW09_RM-COIL-TI,MAT-100277,RM-COIL-TI,6.106,KG,COIL TITANIUM 1200mm 0.4mm,6,0.042,0.005,1.042,1.005,1.0472,6.394,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.28 304TL 0.3mm,1,1,Active
P01_NW09_MAT-100282,P01_NW09_RM-COIL-AL,MAT-100282,RM-COIL-AL,5.643,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.032,0.007,1.032,1.007,1.0392,5.864,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.33 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100283,P01_NW09_RM-COIL-TI,MAT-100283,RM-COIL-TI,5.735,KG,COIL TITANIUM 1200mm 0.4mm,3,0.011,0.006,1.011,1.006,1.0171,5.833,P01_NW09_Northwind Alpine,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.34 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100291,P01_NW09_RM-COIL-TI,MAT-100291,RM-COIL-TI,4.936,KG,COIL TITANIUM 1200mm 0.4mm,8,0.035,0.018,1.035,1.018,1.0536,5.201,P01_NW09_Northwind Alpine,OPS-S160,RM-COIL,Plates,S160/PL.42 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100291,P01_NW09_RM-COIL-SS316,MAT-100291,RM-COIL-SS316,6.339,KG,COIL SS316 1250mm 0.5mm,4,0.023,0.024,1.023,1.024,1.0476,6.641,P01_NW09_Northwind Alpine,OPS-S160,RM-COIL,Plates,S160/PL.42 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100298,P01_NW09_RM-COIL-HC276,MAT-100298,RM-COIL-HC276,9.075,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.023,0.022,1.023,1.022,1.0455,9.488,P01_NW09_Northwind Alpine,OPS-MX250,RM-COIL,Plates,MX250/PL.49 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100301,P01_NW09_RM-COIL-NI,MAT-100301,RM-COIL-NI,6.617,KG,COIL NICKEL 1200mm 0.35mm,2,0.023,0.01,1.023,1.01,1.0332,6.837,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.02 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100303,P01_NW09_RM-COIL-NI,MAT-100303,RM-COIL-NI,7.199,KG,COIL NICKEL 1200mm 0.35mm,2,0.037,0.03,1.037,1.03,1.0681,7.689,P01_NW09_Northwind Alpine,OPS-S160,RM-COIL,Plates,S160/PL.04 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100305,P01_NW09_RM-COIL-HC276,MAT-100305,RM-COIL-HC276,11.619,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.011,0.017,1.011,1.017,1.0282,11.947,P01_NW09_Northwind Alpine,OPS-XL520,RM-COIL,Plates,XL520/PL.06 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100306,P01_NW09_RM-COIL-AL,MAT-100306,RM-COIL-AL,6.579,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.021,0.028,1.021,1.028,1.0496,6.905,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.07 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100306,P01_NW09_RM-COIL-HC276,MAT-100306,RM-COIL-HC276,8.954,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.057,0.008,1.057,1.008,1.0655,9.54,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.07 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100311,P01_NW09_RM-COIL-AL,MAT-100311,RM-COIL-AL,7.834,KG,COIL ALUMINUM 1300mm 0.6mm,2,0.046,0.008,1.046,1.008,1.0544,8.26,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.12 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100311,P01_NW09_RM-COIL-TI,MAT-100311,RM-COIL-TI,9.407,KG,COIL TITANIUM 1200mm 0.4mm,4,0.054,0.021,1.054,1.021,1.0761,10.123,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.12 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100323,P01_NW09_RM-COIL-TI,MAT-100323,RM-COIL-TI,10.959,KG,COIL TITANIUM 1200mm 0.4mm,8,0.025,0.024,1.025,1.024,1.0496,11.503,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.24 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100324,P01_NW09_RM-COIL-SS316,MAT-100324,RM-COIL-SS316,7.426,KG,COIL SS316 1250mm 0.5mm,8,0.048,0.025,1.048,1.025,1.0742,7.977,P01_NW09_Northwind Alpine,OPS-S62,RM-COIL,Plates,S62/PL.25 304TL 0.8mm,1,1,Active
P01_NW09_MAT-100324,P01_NW09_RM-COIL-AL,MAT-100324,RM-COIL-AL,4.539,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.056,0.027,1.056,1.027,1.0845,4.923,P01_NW09_Northwind Alpine,OPS-S62,RM-COIL,Plates,S62/PL.25 304TL 0.8mm,1,1,Active
P01_NW09_MAT-100325,P01_NW09_RM-COIL-TI,MAT-100325,RM-COIL-TI,4.551,KG,COIL TITANIUM 1200mm 0.4mm,8,0.016,0.012,1.016,1.012,1.0282,4.679,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.26 304TL 0.3mm,1,1,Active
P01_NW09_MAT-100336,P01_NW09_RM-COIL-TI,MAT-100336,RM-COIL-TI,4.957,KG,COIL TITANIUM 1200mm 0.4mm,3,0.045,0.006,1.045,1.006,1.0513,5.211,P01_NW09_Northwind Alpine,OPS-S62,RM-COIL,Plates,S62/PL.37 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100337,P01_NW09_RM-COIL-SS304,MAT-100337,RM-COIL-SS304,6.994,KG,COIL SS304 1250mm 0.4mm,6,0.013,0.021,1.013,1.021,1.0343,7.234,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.38 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100339,P01_NW09_RM-COIL-NI,MAT-100339,RM-COIL-NI,6.82,KG,COIL NICKEL 1200mm 0.35mm,8,0.018,0.01,1.018,1.01,1.0282,7.012,P01_NW09_Northwind Alpine,OPS-S160,RM-COIL,Plates,S160/PL.40 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100339,P01_NW09_RM-COIL-TI,MAT-100339,RM-COIL-TI,4.981,KG,COIL TITANIUM 1200mm 0.4mm,4,0.039,0.02,1.039,1.02,1.0598,5.279,P01_NW09_Northwind Alpine,OPS-S160,RM-COIL,Plates,S160/PL.40 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100347,P01_NW09_RM-COIL-SS316,MAT-100347,RM-COIL-SS316,11.949,KG,COIL SS316 1250mm 0.5mm,2,0.025,0.03,1.025,1.03,1.0557,12.615,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.48 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100350,P01_NW09_RM-COIL-SS304,MAT-100350,RM-COIL-SS304,5.958,KG,COIL SS304 1250mm 0.4mm,4,0.035,0.01,1.035,1.01,1.0454,6.228,P01_NW09_Northwind Alpine,OPS-S140,RM-COIL,Plates,S140/PL.01 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100354,P01_NW09_RM-COIL-TI,MAT-100354,RM-COIL-TI,6.483,KG,COIL TITANIUM 1200mm 0.4mm,3,0.045,0.017,1.045,1.017,1.0628,6.89,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.05 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100357,P01_NW09_RM-COIL-TI,MAT-100357,RM-COIL-TI,5.521,KG,COIL TITANIUM 1200mm 0.4mm,4,0.011,0.006,1.011,1.006,1.0171,5.615,P01_NW09_Northwind Alpine,OPS-MX200,RM-COIL,Plates,MX200/PL.08 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100361,P01_NW09_RM-COIL-SS316,MAT-100361,RM-COIL-SS316,6.876,KG,COIL SS316 1250mm 0.5mm,4,0.028,0.027,1.028,1.027,1.0558,7.26,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.12 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100364,P01_NW09_RM-COIL-TI,MAT-100364,RM-COIL-TI,10.628,KG,COIL TITANIUM 1200mm 0.4mm,2,0.049,0.024,1.049,1.024,1.0742,11.417,P01_NW09_Northwind Alpine,OPS-XL420,RM-COIL,Plates,XL420/PL.15 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100372,P01_NW09_RM-COIL-NI,MAT-100372,RM-COIL-NI,6.461,KG,COIL NICKEL 1200mm 0.35mm,3,0.029,0.018,1.029,1.018,1.0475,6.768,P01_NW09_Northwind Alpine,OPS-S62,RM-COIL,Plates,S62/PL.23 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100372,P01_NW09_RM-COIL-AL,MAT-100372,RM-COIL-AL,4.27,KG,COIL ALUMINUM 1300mm 0.6mm,4,0.025,0.006,1.025,1.006,1.0312,4.403,P01_NW09_Northwind Alpine,OPS-S62,RM-COIL,Plates,S62/PL.23 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100373,P01_NW09_RM-COIL-SS316,MAT-100373,RM-COIL-SS316,6.098,KG,COIL SS316 1250mm 0.5mm,3,0.055,0.029,1.055,1.029,1.0856,6.62,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.24 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100373,P01_NW09_RM-COIL-TI,MAT-100373,RM-COIL-TI,5.576,KG,COIL TITANIUM 1200mm 0.4mm,3,0.047,0.005,1.047,1.005,1.0522,5.867,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.24 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100383,P01_NW09_RM-COIL-AL,MAT-100383,RM-COIL-AL,8.063,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.02,0.023,1.02,1.023,1.0435,8.414,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.34 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100383,P01_NW09_RM-COIL-HC276,MAT-100383,RM-COIL-HC276,13.695,KG,COIL HASTELLOY C276 1250mm 0.5mm,4,0.045,0.006,1.045,1.006,1.0513,14.398,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.34 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100384,P01_NW09_RM-COIL-NI,MAT-100384,RM-COIL-NI,5.207,KG,COIL NICKEL 1200mm 0.35mm,4,0.037,0.021,1.037,1.021,1.0588,5.513,P01_NW09_Northwind Alpine,OPS-S62,RM-COIL,Plates,S62/PL.35 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100389,P01_NW09_RM-COIL-NI,MAT-100389,RM-COIL-NI,9.256,KG,COIL NICKEL 1200mm 0.35mm,3,0.039,0.012,1.039,1.012,1.0515,9.733,P01_NW09_Northwind Alpine,OPS-XL520,RM-COIL,Plates,XL520/PL.40 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100391,P01_NW09_RM-COIL-NI,MAT-100391,RM-COIL-NI,8.076,KG,COIL NICKEL 1200mm 0.35mm,8,0.038,0.026,1.038,1.026,1.065,8.601,P01_NW09_Northwind Alpine,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.42 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100396,P01_NW09_RM-COIL-AL,MAT-100396,RM-COIL-AL,5.376,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.018,0.006,1.018,1.006,1.0241,5.506,P01_NW09_Northwind Alpine,OPS-S62,RM-COIL,Plates,S62/PL.47 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100396,P01_NW09_RM-COIL-SS304,MAT-100396,RM-COIL-SS304,6.947,KG,COIL SS304 1250mm 0.4mm,6,0.053,0.012,1.053,1.012,1.0656,7.403,P01_NW09_Northwind Alpine,OPS-S62,RM-COIL,Plates,S62/PL.47 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100401,P01_NW09_RM-COIL-SS316,MAT-100401,RM-COIL-SS316,12.14,KG,COIL SS316 1250mm 0.5mm,3,0.027,0.015,1.027,1.015,1.0424,12.655,P01_NW09_Northwind Alpine,OPS-XL520,RM-COIL,Plates,XL520/PL.02 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100414,P01_NW09_RM-COIL-TI,MAT-100414,RM-COIL-TI,6.592,KG,COIL TITANIUM 1200mm 0.4mm,4,0.036,0.027,1.036,1.027,1.064,7.014,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.15 304TL 0.8mm,1,1,Active
P01_NW09_MAT-100421,P01_NW09_RM-COIL-HC276,MAT-100421,RM-COIL-HC276,8.475,KG,COIL HASTELLOY C276 1250mm 0.5mm,6,0.027,0.025,1.027,1.025,1.0527,8.922,P01_NW09_Northwind Alpine,OPS-S120,RM-COIL,Plates,S120/PL.22 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100423,P01_NW09_RM-COIL-SS304,MAT-100423,RM-COIL-SS304,7.632,KG,COIL SS304 1250mm 0.4mm,3,0.014,0.028,1.014,1.028,1.0424,7.956,P01_NW09_Northwind Alpine,OPS-S160,RM-COIL,Plates,S160/PL.24 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100426,P01_NW09_RM-COIL-SS316,MAT-100426,RM-COIL-SS316,10.12,KG,COIL SS316 1250mm 0.5mm,3,0.029,0.023,1.029,1.023,1.0527,10.653,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.27 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100437,P01_NW09_RM-COIL-NI,MAT-100437,RM-COIL-NI,11.375,KG,COIL NICKEL 1200mm 0.35mm,2,0.058,0.03,1.058,1.03,1.0897,12.395,P01_NW09_Northwind Alpine,OPS-XL520,RM-COIL,Plates,XL520/PL.38 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100437,P01_NW09_RM-COIL-SS316,MAT-100437,RM-COIL-SS316,12.186,KG,COIL SS316 1250mm 0.5mm,4,0.057,0.023,1.057,1.023,1.0813,13.177,P01_NW09_Northwind Alpine,OPS-XL520,RM-COIL,Plates,XL520/PL.38 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100438,P01_NW09_RM-COIL-TI,MAT-100438,RM-COIL-TI,6.729,KG,COIL TITANIUM 1200mm 0.4mm,4,0.054,0.007,1.054,1.007,1.0614,7.142,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.39 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100439,P01_NW09_RM-COIL-NI,MAT-100439,RM-COIL-NI,8.206,KG,COIL NICKEL 1200mm 0.35mm,6,0.031,0.03,1.031,1.03,1.0619,8.714,P01_NW09_Northwind Alpine,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.40 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100440,P01_NW09_RM-COIL-SS316,MAT-100440,RM-COIL-SS316,7.244,KG,COIL SS316 1250mm 0.5mm,8,0.055,0.012,1.055,1.012,1.0677,7.734,P01_NW09_Northwind Alpine,OPS-MX100,RM-COIL,Plates,MX100/PL.41 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100441,P01_NW09_RM-COIL-AL,MAT-100441,RM-COIL-AL,4.001,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.032,0.017,1.032,1.017,1.0495,4.199,P01_NW09_Northwind Alpine,OPS-MX200,RM-COIL,Plates,MX200/PL.42 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100443,P01_NW09_RM-COIL-HC276,MAT-100443,RM-COIL-HC276,16.573,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.034,0.017,1.034,1.017,1.0516,17.428,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.44 304TL 0.8mm,1,1,Active
P01_NW09_MAT-100448,P01_NW09_RM-COIL-AL,MAT-100448,RM-COIL-AL,7.635,KG,COIL ALUMINUM 1300mm 0.6mm,3,0.052,0.015,1.052,1.015,1.0678,8.153,P01_NW09_Northwind Alpine,OPS-XL420,RM-COIL,Plates,XL420/PL.49 304TL 0.7mm,1,1,Active
P01_NW09_MAT-100450,P01_NW09_RM-COIL-HC276,MAT-100450,RM-COIL-HC276,9.984,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.052,0.017,1.052,1.017,1.0699,10.682,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.01 304TL 0.8mm,1,1,Active
P01_NW09_MAT-100455,P01_NW09_RM-COIL-HC276,MAT-100455,RM-COIL-HC276,15.693,KG,COIL HASTELLOY C276 1250mm 0.5mm,3,0.027,0.013,1.027,1.013,1.0404,16.327,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.06 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100464,P01_NW09_RM-COIL-SS304,MAT-100464,RM-COIL-SS304,6.876,KG,COIL SS304 1250mm 0.4mm,4,0.054,0.027,1.054,1.027,1.0825,7.443,P01_NW09_Northwind Alpine,OPS-MX100,RM-COIL,Plates,MX100/PL.15 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100464,P01_NW09_RM-COIL-SS316,MAT-100464,RM-COIL-SS316,7.853,KG,COIL SS316 1250mm 0.5mm,8,0.019,0.029,1.019,1.029,1.0486,8.235,P01_NW09_Northwind Alpine,OPS-MX100,RM-COIL,Plates,MX100/PL.15 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100472,P01_NW09_RM-COIL-SS304,MAT-100472,RM-COIL-SS304,13.538,KG,COIL SS304 1250mm 0.4mm,4,0.053,0.011,1.053,1.011,1.0646,14.413,P01_NW09_Northwind Alpine,OPS-XL420,RM-COIL,Plates,XL420/PL.23 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100472,P01_NW09_RM-COIL-NI,MAT-100472,RM-COIL-NI,11.993,KG,COIL NICKEL 1200mm 0.35mm,6,0.046,0.008,1.046,1.008,1.0544,12.645,P01_NW09_Northwind Alpine,OPS-XL420,RM-COIL,Plates,XL420/PL.23 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100474,P01_NW09_RM-COIL-AL,MAT-100474,RM-COIL-AL,6.334,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.017,0.029,1.017,1.029,1.0465,6.629,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.25 304TL 0.8mm,1,1,Active
P01_NW09_MAT-100483,P01_NW09_RM-COIL-HC276,MAT-100483,RM-COIL-HC276,7.176,KG,COIL HASTELLOY C276 1250mm 0.5mm,2,0.011,0.015,1.011,1.015,1.0262,7.364,P01_NW09_Northwind Alpine,OPS-S160,RM-COIL,Plates,S160/PL.34 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100486,P01_NW09_RM-COIL-AL,MAT-100486,RM-COIL-AL,6.497,KG,COIL ALUMINUM 1300mm 0.6mm,8,0.026,0.024,1.026,1.024,1.0506,6.826,P01_NW09_Northwind Alpine,OPS-PRO-9X,RM-COIL,Plates,PRO-9X/PL.37 304TL 0.4mm,1,1,Active
P01_NW09_MAT-100487,P01_NW09_RM-COIL-AL,MAT-100487,RM-COIL-AL,5.426,KG,COIL ALUMINUM 1300mm 0.6mm,6,0.033,0.03,1.033,1.03,1.064,5.773,P01_NW09_Northwind Alpine,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.38 304TL 0.6mm,1,1,Active
P01_NW09_MAT-100491,P01_NW09_RM-COIL-SS316,MAT-100491,RM-COIL-SS316,11.614,KG,COIL SS316 1250mm 0.5mm,8,0.042,0.008,1.042,1.008,1.0503,12.198,P01_NW09_Northwind Alpine,OPS-HT80,RM-COIL,Plates,HT80/PL.42 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100499,P01_NW09_RM-COIL-SS304,MAT-100499,RM-COIL-SS304,8.014,KG,COIL SS304 1250mm 0.4mm,6,0.011,0.008,1.011,1.008,1.0191,8.167,P01_NW09_Northwind Alpine,OPS-PRO-12X,RM-COIL,Plates,PRO-12X/PL.50 304TL 0.5mm,1,1,Active
P01_NW09_MAT-100500,P01_NW09_RM-COIL-SS304,MAT-100500,RM-COIL-SS304,6.974,KG,COIL SS304 1250mm 0.4mm,4,0.058,0.022,1.058,1.022,1.0813,7.541,P01_NW09_Northwind Alpine,OPS-MX100,RM-COIL,Plates,MX100/PL.01 304TL 0.3mm,1,1,Active
P01_NW09_MAT-100500,P01_NW09_RM-COIL-SS316,MAT-100500,RM-COIL-SS316,8.227,KG,COIL SS316 1250mm 0.5mm,3,0.029,0.006,1.029,1.006,1.0352,8.517,P01_NW09_Northwind Alpine,OPS-MX100,RM-COIL,Plates,MX100/PL.01 304TL 0.3mm,1,1,Active
