P80 - Plant Material: Plant without system,P80 - Plant Material: Code,P80 - Plant Material: Pure Material,P80 - Plant Material: Material Description,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP
NW07,P01_NW07_MAT-937159,MAT-937159,MX250 PHANTOM 1159,OPS-MX250,True
NW07,P01_NW07_MAT-937160,MAT-937160,M14-HNBR PHANTOM 1160,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937161,MAT-937161,M10-BFG PHANTOM 1161,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937162,MAT-937162,XL520 PHANTOM 1162,OPS-XL520,False
NW07,P01_NW07_MAT-937163,MAT-937163,S120 PHANTOM 1163,OPS-S120,False
NW07,P01_NW07_MAT-937164,MAT-937164,MX200 PHANTOM 1164,OPS-MX200,True
NW07,P01_NW07_MAT-937165,MAT-937165,M12-EPDM PHANTOM 1165,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937166,MAT-937166,M12-EPDM PHANTOM 1166,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937167,MAT-937167,M10-BFG PHANTOM 1167,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937168,MAT-937168,PRO-12X PHANTOM 1168,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937169,MAT-937169,S160 PHANTOM 1169,OPS-S160,True
NW07,P01_NW07_MAT-937170,MAT-937170,PRO-12X PHANTOM 1170,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937171,MAT-937171,M14-HNBR PHANTOM 1171,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-937172,MAT-937172,S140 PHANTOM 1172,OPS-S140,False
NW07,P01_NW07_MAT-937173,MAT-937173,M18-AFLAS PHANTOM 1173,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937174,MAT-937174,XL420 PHANTOM 1174,OPS-XL420,False
NW07,P01_NW07_MAT-937175,MAT-937175,M22-NBR PHANTOM 1175,OPS-M22-NBR,False
NW07,P01_NW07_MAT-937176,MAT-937176,S140 PHANTOM 1176,OPS-S140,False
NW07,P01_NW07_MAT-937177,MAT-937177,PRO-12X PHANTOM 1177,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937178,MAT-937178,MX200 PHANTOM 1178,OPS-MX200,True
NW07,P01_NW07_MAT-937179,MAT-937179,M10-BFG PHANTOM 1179,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937180,MAT-937180,S140 PHANTOM 1180,OPS-S140,True
NW07,P01_NW07_MAT-937181,MAT-937181,M14-HNBR PHANTOM 1181,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937182,MAT-937182,M22-NBR PHANTOM 1182,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937183,MAT-937183,MX250 PHANTOM 1183,OPS-MX250,False
NW07,P01_NW07_MAT-937184,MAT-937184,M6-FKM PHANTOM 1184,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937185,MAT-937185,M20-SILI PHANTOM 1185,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937186,MAT-937186,MX250 PHANTOM 1186,OPS-MX250,False
NW07,P01_NW07_MAT-937187,MAT-937187,S120 PHANTOM 1187,OPS-S120,False
NW07,P01_NW07_MAT-937188,MAT-937188,M20-SILI PHANTOM 1188,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937189,MAT-937189,M8-NBR PHANTOM 1189,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937190,MAT-937190,M12-EPDM PHANTOM 1190,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937191,MAT-937191,S140 PHANTOM 1191,OPS-S140,True
NW07,P01_NW07_MAT-937192,MAT-937192,M20-SILI PHANTOM 1192,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937193,MAT-937193,M12-EPDM PHANTOM 1193,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937194,MAT-937194,MX250 PHANTOM 1194,OPS-MX250,True
NW07,P01_NW07_MAT-937195,MAT-937195,XL520 PHANTOM 1195,OPS-XL520,True
NW07,P01_NW07_MAT-937196,MAT-937196,M6-FKM PHANTOM 1196,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937197,MAT-937197,M14-HNBR PHANTOM 1197,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-937198,MAT-937198,M18-AFLAS PHANTOM 1198,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937199,MAT-937199,MX100 PHANTOM 1199,OPS-MX100,True
NW07,P01_NW07_MAT-937200,MAT-937200,PRO-9X PHANTOM 1200,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937201,MAT-937201,M14-HNBR PHANTOM 1201,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-937202,MAT-937202,XL520 PHANTOM 1202,OPS-XL520,False
NW07,P01_NW07_MAT-937203,MAT-937203,MX200 PHANTOM 1203,OPS-MX200,True
NW07,P01_NW07_MAT-937204,MAT-937204,XL420 PHANTOM 1204,OPS-XL420,True
NW07,P01_NW07_MAT-937205,MAT-937205,S62 PHANTOM 1205,OPS-S62,False
NW07,P01_NW07_MAT-937206,MAT-937206,M22-NBR PHANTOM 1206,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937207,MAT-937207,M6-FKM PHANTOM 1207,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937208,MAT-937208,MX100 PHANTOM 1208,OPS-MX100,True
NW07,P01_NW07_MAT-937209,MAT-937209,S62 PHANTOM 1209,OPS-S62,True
NW07,P01_NW07_MAT-937210,MAT-937210,HT80 PHANTOM 1210,OPS-HT80,True
NW07,P01_NW07_MAT-937211,MAT-937211,XL420 PHANTOM 1211,OPS-XL420,True
NW07,P01_NW07_MAT-937212,MAT-937212,PRO-12X PHANTOM 1212,OPS-PRO-12X,True
NW07,P01_NW07_MAT-937213,MAT-937213,XL520 PHANTOM 1213,OPS-XL520,True
NW07,P01_NW07_MAT-937214,MAT-937214,M20-SILI PHANTOM 1214,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937215,MAT-937215,S120 PHANTOM 1215,OPS-S120,True
NW07,P01_NW07_MAT-937216,MAT-937216,S140 PHANTOM 1216,OPS-S140,False
NW07,P01_NW07_MAT-937217,MAT-937217,M10-BFG PHANTOM 1217,OPS-M10-BFG,True
NW07,P01_NW07_MAT-937218,MAT-937218,M6-FKM PHANTOM 1218,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937219,MAT-937219,M22-NBR PHANTOM 1219,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937220,MAT-937220,PRO-12X PHANTOM 1220,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937221,MAT-937221,S120 PHANTOM 1221,OPS-S120,True
NW07,P01_NW07_MAT-937222,MAT-937222,S120 PHANTOM 1222,OPS-S120,False
NW07,P01_NW07_MAT-937223,MAT-937223,M18-AFLAS PHANTOM 1223,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937224,MAT-937224,S62 PHANTOM 1224,OPS-S62,False
NW07,P01_NW07_MAT-937225,MAT-937225,XL420 PHANTOM 1225,OPS-XL420,False
NW07,P01_NW07_MAT-937226,MAT-937226,M22-NBR PHANTOM 1226,OPS-M22-NBR,False
NW07,P01_NW07_MAT-937227,MAT-937227,M20-SILI PHANTOM 1227,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937228,MAT-937228,XL420 PHANTOM 1228,OPS-XL420,True
NW07,P01_NW07_MAT-937229,MAT-937229,M6-FKM PHANTOM 1229,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937230,MAT-937230,S120 PHANTOM 1230,OPS-S120,False
NW07,P01_NW07_MAT-937231,MAT-937231,M18-AFLAS PHANTOM 1231,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937232,MAT-937232,S62 PHANTOM 1232,OPS-S62,True
NW07,P01_NW07_MAT-937233,MAT-937233,M20-SILI PHANTOM 1233,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937234,MAT-937234,S62 PHANTOM 1234,OPS-S62,False
NW07,P01_NW07_MAT-937235,MAT-937235,S62 PHANTOM 1235,OPS-S62,True
NW07,P01_NW07_MAT-937236,MAT-937236,S62 PHANTOM 1236,OPS-S62,False
NW07,P01_NW07_MAT-937237,MAT-937237,S140 PHANTOM 1237,OPS-S140,False
NW07,P01_NW07_MAT-937238,MAT-937238,S160 PHANTOM 1238,OPS-S160,False
NW07,P01_NW07_MAT-937239,MAT-937239,PRO-12X PHANTOM 1239,OPS-PRO-12X,True
NW07,P01_NW07_MAT-937240,MAT-937240,M20-SILI PHANTOM 1240,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937241,MAT-937241,S62 PHANTOM 1241,OPS-S62,False
NW07,P01_NW07_MAT-937242,MAT-937242,M12-EPDM PHANTOM 1242,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937243,MAT-937243,M18-AFLAS PHANTOM 1243,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-937244,MAT-937244,MX200 PHANTOM 1244,OPS-MX200,True
NW07,P01_NW07_MAT-937245,MAT-937245,MX200 PHANTOM 1245,OPS-MX200,True
NW07,P01_NW07_MAT-937246,MAT-937246,M18-AFLAS PHANTOM 1246,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937247,MAT-937247,M10-BFG PHANTOM 1247,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937248,MAT-937248,XL420 PHANTOM 1248,OPS-XL420,True
NW07,P01_NW07_MAT-937249,MAT-937249,S140 PHANTOM 1249,OPS-S140,False
NW07,P01_NW07_MAT-937250,MAT-937250,S160 PHANTOM 1250,OPS-S160,True
NW07,P01_NW07_MAT-937251,MAT-937251,M14-HNBR PHANTOM 1251,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937252,MAT-937252,M14-HNBR PHANTOM 1252,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937253,MAT-937253,M8-NBR PHANTOM 1253,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937254,MAT-937254,XL520 PHANTOM 1254,OPS-XL520,False
NW07,P01_NW07_MAT-937255,MAT-937255,S160 PHANTOM 1255,OPS-S160,False
NW07,P01_NW07_MAT-937256,MAT-937256,MX200 PHANTOM 1256,OPS-MX200,False
NW07,P01_NW07_MAT-937257,MAT-937257,M6-FKM PHANTOM 1257,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937258,MAT-937258,M12-EPDM PHANTOM 1258,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937259,MAT-937259,PRO-9X PHANTOM 1259,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937260,MAT-937260,M8-NBR PHANTOM 1260,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937261,MAT-937261,M8-NBR PHANTOM 1261,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937262,MAT-937262,M6-FKM PHANTOM 1262,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937263,MAT-937263,S140 PHANTOM 1263,OPS-S140,True
NW07,P01_NW07_MAT-937264,MAT-937264,S120 PHANTOM 1264,OPS-S120,False
NW07,P01_NW07_MAT-937265,MAT-937265,MX250 PHANTOM 1265,OPS-MX250,False
NW07,P01_NW07_MAT-937266,MAT-937266,MX200 PHANTOM 1266,OPS-MX200,False
NW07,P01_NW07_MAT-937267,MAT-937267,M20-SILI PHANTOM 1267,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937268,MAT-937268,MX100 PHANTOM 1268,OPS-MX100,False
NW07,P01_NW07_MAT-937269,MAT-937269,M14-HNBR PHANTOM 1269,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937270,MAT-937270,S62 PHANTOM 1270,OPS-S62,False
NW07,P01_NW07_MAT-937271,MAT-937271,M10-BFG PHANTOM 1271,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937272,MAT-937272,M6-FKM PHANTOM 1272,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937273,MAT-937273,M18-AFLAS PHANTOM 1273,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-937274,MAT-937274,MX100 PHANTOM 1274,OPS-MX100,False
NW07,P01_NW07_MAT-937275,MAT-937275,PRO-9X PHANTOM 1275,OPS-PRO-9X,False
NW07,P01_NW07_MAT-937276,MAT-937276,M18-AFLAS PHANTOM 1276,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-937277,MAT-937277,MX250 PHANTOM 1277,OPS-MX250,False
NW07,P01_NW07_MAT-937278,MAT-937278,XL520 PHANTOM 1278,OPS-XL520,False
NW07,P01_NW07_MAT-937279,MAT-937279,M10-BFG PHANTOM 1279,OPS-M10-BFG,True
NW07,P01_NW07_MAT-937280,MAT-937280,MX250 PHANTOM 1280,OPS-MX250,True
NW07,P01_NW07_MAT-937281,MAT-937281,M20-SILI PHANTOM 1281,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937282,MAT-937282,M10-BFG PHANTOM 1282,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937283,MAT-937283,MX200 PHANTOM 1283,OPS-MX200,False
NW07,P01_NW07_MAT-937284,MAT-937284,S120 PHANTOM 1284,OPS-S120,False
NW07,P01_NW07_MAT-937285,MAT-937285,M10-BFG PHANTOM 1285,OPS-M10-BFG,True
NW07,P01_NW07_MAT-937286,MAT-937286,M8-NBR PHANTOM 1286,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937287,MAT-937287,HT80 PHANTOM 1287,OPS-HT80,True
NW07,P01_NW07_MAT-937288,MAT-937288,M10-BFG PHANTOM 1288,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937289,MAT-937289,M18-AFLAS PHANTOM 1289,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937290,MAT-937290,PRO-12X PHANTOM 1290,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937291,MAT-937291,M18-AFLAS PHANTOM 1291,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937292,MAT-937292,S160 PHANTOM 1292,OPS-S160,False
NW07,P01_NW07_MAT-937293,MAT-937293,MX200 PHANTOM 1293,OPS-MX200,False
NW07,P01_NW07_MAT-937294,MAT-937294,PRO-12X PHANTOM 1294,OPS-PRO-12X,True
NW07,P01_NW07_MAT-937295,MAT-937295,M20-SILI PHANTOM 1295,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937296,MAT-937296,M20-SILI PHANTOM 1296,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937297,MAT-937297,S120 PHANTOM 1297,OPS-S120,True
NW07,P01_NW07_MAT-937298,MAT-937298,XL520 PHANTOM 1298,OPS-XL520,False
NW07,P01_NW07_MAT-937299,MAT-937299,M12-EPDM PHANTOM 1299,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937300,MAT-937300,MX250 PHANTOM 1300,OPS-MX250,True
NW07,P01_NW07_MAT-937301,MAT-937301,M6-FKM PHANTOM 1301,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937302,MAT-937302,XL520 PHANTOM 1302,OPS-XL520,False
NW07,P01_NW07_MAT-937303,MAT-937303,S160 PHANTOM 1303,OPS-S160,False
NW07,P01_NW07_MAT-937304,MAT-937304,XL420 PHANTOM 1304,OPS-XL420,False
NW07,P01_NW07_MAT-937305,MAT-937305,PRO-9X PHANTOM 1305,OPS-PRO-9X,False
NW07,P01_NW07_MAT-937306,MAT-937306,S120 PHANTOM 1306,OPS-S120,False
NW07,P01_NW07_MAT-937307,MAT-937307,M18-AFLAS PHANTOM 1307,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937308,MAT-937308,M8-NBR PHANTOM 1308,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937309,MAT-937309,M6-FKM PHANTOM 1309,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937310,MAT-937310,M8-NBR PHANTOM 1310,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937311,MAT-937311,M18-AFLAS PHANTOM 1311,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-937312,MAT-937312,M6-FKM PHANTOM 1312,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937313,MAT-937313,M20-SILI PHANTOM 1313,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937314,MAT-937314,XL420 PHANTOM 1314,OPS-XL420,True
NW07,P01_NW07_MAT-937315,MAT-937315,M18-AFLAS PHANTOM 1315,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937316,MAT-937316,M6-FKM PHANTOM 1316,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937317,MAT-937317,PRO-12X PHANTOM 1317,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937318,MAT-937318,S140 PHANTOM 1318,OPS-S140,True
NW07,P01_NW07_MAT-937319,MAT-937319,S140 PHANTOM 1319,OPS-S140,False
NW07,P01_NW07_MAT-937320,MAT-937320,MX100 PHANTOM 1320,OPS-MX100,True
NW07,P01_NW07_MAT-937321,MAT-937321,M10-BFG PHANTOM 1321,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937322,MAT-937322,M6-FKM PHANTOM 1322,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937323,MAT-937323,M22-NBR PHANTOM 1323,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937324,MAT-937324,XL420 PHANTOM 1324,OPS-XL420,False
NW07,P01_NW07_MAT-937325,MAT-937325,MX200 PHANTOM 1325,OPS-MX200,False
NW07,P01_NW07_MAT-937326,MAT-937326,PRO-12X PHANTOM 1326,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937327,MAT-937327,PRO-9X PHANTOM 1327,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937328,MAT-937328,S120 PHANTOM 1328,OPS-S120,True
NW07,P01_NW07_MAT-937329,MAT-937329,M8-NBR PHANTOM 1329,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937330,MAT-937330,S160 PHANTOM 1330,OPS-S160,True
NW07,P01_NW07_MAT-937331,MAT-937331,M12-EPDM PHANTOM 1331,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937332,MAT-937332,M22-NBR PHANTOM 1332,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937333,MAT-937333,M14-HNBR PHANTOM 1333,OPS-M14-HNBR,False
NW07,P01_NW07_MAT-937334,MAT-937334,S140 PHANTOM 1334,OPS-S140,False
NW07,P01_NW07_MAT-937335,MAT-937335,S160 PHANTOM 1335,OPS-S160,True
NW07,P01_NW07_MAT-937336,MAT-937336,M6-FKM PHANTOM 1336,OPS-M6-FKM,True
NW07,P01_NW07_MAT-937337,MAT-937337,M8-NBR PHANTOM 1337,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937338,MAT-937338,PRO-12X PHANTOM 1338,OPS-PRO-12X,True
NW07,P01_NW07_MAT-937339,MAT-937339,HT80 PHANTOM 1339,OPS-HT80,False
NW07,P01_NW07_MAT-937340,MAT-937340,MX100 PHANTOM 1340,OPS-MX100,False
NW07,P01_NW07_MAT-937341,MAT-937341,PRO-9X PHANTOM 1341,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937342,MAT-937342,M18-AFLAS PHANTOM 1342,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-937343,MAT-937343,M8-NBR PHANTOM 1343,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937344,MAT-937344,M10-BFG PHANTOM 1344,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937345,MAT-937345,M12-EPDM PHANTOM 1345,OPS-M12-EPDM,False
NW07,P01_NW07_MAT-937346,MAT-937346,M20-SILI PHANTOM 1346,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937347,MAT-937347,MX200 PHANTOM 1347,OPS-MX200,False
NW07,P01_NW07_MAT-937348,MAT-937348,M22-NBR PHANTOM 1348,OPS-M22-NBR,False
NW07,P01_NW07_MAT-937349,MAT-937349,MX200 PHANTOM 1349,OPS-MX200,False
NW07,P01_NW07_MAT-937350,MAT-937350,S62 PHANTOM 1350,OPS-S62,False
NW07,P01_NW07_MAT-937351,MAT-937351,S140 PHANTOM 1351,OPS-S140,False
NW07,P01_NW07_MAT-937352,MAT-937352,M10-BFG PHANTOM 1352,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937353,MAT-937353,PRO-12X PHANTOM 1353,OPS-PRO-12X,True
NW07,P01_NW07_MAT-937354,MAT-937354,MX250 PHANTOM 1354,OPS-MX250,True
NW07,P01_NW07_MAT-937355,MAT-937355,M6-FKM PHANTOM 1355,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937356,MAT-937356,PRO-9X PHANTOM 1356,OPS-PRO-9X,False
NW07,P01_NW07_MAT-937357,MAT-937357,S120 PHANTOM 1357,OPS-S120,True
NW07,P01_NW07_MAT-937358,MAT-937358,M22-NBR PHANTOM 1358,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937359,MAT-937359,PRO-12X PHANTOM 1359,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937360,MAT-937360,MX100 PHANTOM 1360,OPS-MX100,False
NW07,P01_NW07_MAT-937361,MAT-937361,PRO-9X PHANTOM 1361,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937362,MAT-937362,M22-NBR PHANTOM 1362,OPS-M22-NBR,False
NW07,P01_NW07_MAT-937363,MAT-937363,M12-EPDM PHANTOM 1363,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937364,MAT-937364,MX100 PHANTOM 1364,OPS-MX100,True
NW07,P01_NW07_MAT-937365,MAT-937365,S62 PHANTOM 1365,OPS-S62,True
NW07,P01_NW07_MAT-937366,MAT-937366,XL520 PHANTOM 1366,OPS-XL520,True
NW07,P01_NW07_MAT-937367,MAT-937367,MX100 PHANTOM 1367,OPS-MX100,False
NW07,P01_NW07_MAT-937368,MAT-937368,M20-SILI PHANTOM 1368,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937369,MAT-937369,S140 PHANTOM 1369,OPS-S140,True
NW07,P01_NW07_MAT-937370,MAT-937370,PRO-9X PHANTOM 1370,OPS-PRO-9X,True
NW07,P01_NW07_MAT-937371,MAT-937371,XL420 PHANTOM 1371,OPS-XL420,False
NW07,P01_NW07_MAT-937372,MAT-937372,M18-AFLAS PHANTOM 1372,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937373,MAT-937373,M6-FKM PHANTOM 1373,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937374,MAT-937374,M20-SILI PHANTOM 1374,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937375,MAT-937375,S62 PHANTOM 1375,OPS-S62,False
NW07,P01_NW07_MAT-937376,MAT-937376,S160 PHANTOM 1376,OPS-S160,False
NW07,P01_NW07_MAT-937377,MAT-937377,MX200 PHANTOM 1377,OPS-MX200,False
NW07,P01_NW07_MAT-937378,MAT-937378,HT80 PHANTOM 1378,OPS-HT80,False
NW07,P01_NW07_MAT-937379,MAT-937379,MX200 PHANTOM 1379,OPS-MX200,False
NW07,P01_NW07_MAT-937380,MAT-937380,M12-EPDM PHANTOM 1380,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937381,MAT-937381,S160 PHANTOM 1381,OPS-S160,True
NW07,P01_NW07_MAT-937382,MAT-937382,M10-BFG PHANTOM 1382,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937383,MAT-937383,HT80 PHANTOM 1383,OPS-HT80,False
NW07,P01_NW07_MAT-937384,MAT-937384,S140 PHANTOM 1384,OPS-S140,True
NW07,P01_NW07_MAT-937385,MAT-937385,M12-EPDM PHANTOM 1385,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937386,MAT-937386,PRO-12X PHANTOM 1386,OPS-PRO-12X,True
NW07,P01_NW07_MAT-937387,MAT-937387,MX250 PHANTOM 1387,OPS-MX250,True
NW07,P01_NW07_MAT-937388,MAT-937388,S160 PHANTOM 1388,OPS-S160,False
NW07,P01_NW07_MAT-937389,MAT-937389,MX250 PHANTOM 1389,OPS-MX250,True
NW07,P01_NW07_MAT-937390,MAT-937390,S62 PHANTOM 1390,OPS-S62,False
NW07,P01_NW07_MAT-937391,MAT-937391,S140 PHANTOM 1391,OPS-S140,False
NW07,P01_NW07_MAT-937392,MAT-937392,M8-NBR PHANTOM 1392,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937393,MAT-937393,MX100 PHANTOM 1393,OPS-MX100,True
NW07,P01_NW07_MAT-937394,MAT-937394,PRO-12X PHANTOM 1394,OPS-PRO-12X,False
NW07,P01_NW07_MAT-937395,MAT-937395,M8-NBR PHANTOM 1395,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937396,MAT-937396,M20-SILI PHANTOM 1396,OPS-M20-SILI,True
NW07,P01_NW07_MAT-937397,MAT-937397,M10-BFG PHANTOM 1397,OPS-M10-BFG,True
NW07,P01_NW07_MAT-937398,MAT-937398,XL420 PHANTOM 1398,OPS-XL420,False
NW07,P01_NW07_MAT-937399,MAT-937399,MX250 PHANTOM 1399,OPS-MX250,True
NW07,P01_NW07_MAT-937400,MAT-937400,M18-AFLAS PHANTOM 1400,OPS-M18-AFLAS,True
NW07,P01_NW07_MAT-937401,MAT-937401,MX200 PHANTOM 1401,OPS-MX200,False
NW07,P01_NW07_MAT-937402,MAT-937402,M20-SILI PHANTOM 1402,OPS-M20-SILI,False
NW07,P01_NW07_MAT-937403,MAT-937403,M6-FKM PHANTOM 1403,OPS-M6-FKM,False
NW07,P01_NW07_MAT-937404,MAT-937404,M10-BFG PHANTOM 1404,OPS-M10-BFG,False
NW07,P01_NW07_MAT-937405,MAT-937405,MX250 PHANTOM 1405,OPS-MX250,True
NW07,P01_NW07_MAT-937406,MAT-937406,S160 PHANTOM 1406,OPS-S160,True
NW07,P01_NW07_MAT-937407,MAT-937407,M14-HNBR PHANTOM 1407,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937408,MAT-937408,HT80 PHANTOM 1408,OPS-HT80,False
NW07,P01_NW07_MAT-937409,MAT-937409,XL420 PHANTOM 1409,OPS-XL420,False
NW07,P01_NW07_MAT-937410,MAT-937410,M18-AFLAS PHANTOM 1410,OPS-M18-AFLAS,False
NW07,P01_NW07_MAT-937411,MAT-937411,S62 PHANTOM 1411,OPS-S62,False
NW07,P01_NW07_MAT-937412,MAT-937412,M10-BFG PHANTOM 1412,OPS-M10-BFG,True
NW07,P01_NW07_MAT-937413,MAT-937413,XL520 PHANTOM 1413,OPS-XL520,False
NW07,P01_NW07_MAT-937414,MAT-937414,M8-NBR PHANTOM 1414,OPS-M8-NBR,True
NW07,P01_NW07_MAT-937415,MAT-937415,S120 PHANTOM 1415,OPS-S120,False
NW07,P01_NW07_MAT-937416,MAT-937416,M12-EPDM PHANTOM 1416,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937417,MAT-937417,S160 PHANTOM 1417,OPS-S160,False
NW07,P01_NW07_MAT-937418,MAT-937418,M10-BFG PHANTOM 1418,OPS-M10-BFG,True
NW07,P01_NW07_MAT-937419,MAT-937419,MX100 PHANTOM 1419,OPS-MX100,True
NW07,P01_NW07_MAT-937420,MAT-937420,M12-EPDM PHANTOM 1420,OPS-M12-EPDM,True
NW07,P01_NW07_MAT-937421,MAT-937421,M8-NBR PHANTOM 1421,OPS-M8-NBR,False
NW07,P01_NW07_MAT-937422,MAT-937422,M14-HNBR PHANTOM 1422,OPS-M14-HNBR,True
NW07,P01_NW07_MAT-937423,MAT-937423,XL420 PHANTOM 1423,OPS-XL420,True
NW07,P01_NW07_MAT-937424,MAT-937424,MX100 PHANTOM 1424,OPS-MX100,True
NW07,P01_NW07_MAT-937425,MAT-937425,M22-NBR PHANTOM 1425,OPS-M22-NBR,True
NW07,P01_NW07_MAT-937426,MAT-937426,HT80 PHANTOM 1426,OPS-HT80,False
