Sap code,Description,Old Material Number,Base Unit of Measure,Material Type,ABC (SAP),Procurement Type,In House Production Time (WD),Production LT Weeks,Transportation Lanes Lead Time (CD),Planned Delivery Time (MARC) (CD),Standard Cost in EUR,Avg Sales Price in EUR,G35 - Plant,G37 - Vendor,P45 - Supply Group,P55 - Operations Group,Is Network Material,BOM Material,BOM Header,BOM Component
MAT-200334,M18-AFLAS GASKET 15,OLD-200334,PC,HALB,C,X,5,6,30,35,111.22,190.44,NW08,V-77565,SG-30,OPS-M18-AFLAS,Y,MAT-200334,BH-1111,BC-5281
MAT-200335,M22-NBR GASKET 16,OLD-200335,PC,ROH,A,F,14,4,14,14,68.94,48.08,NW08,V-31765,SG-19,OPS-M22-NBR,N,MAT-200335,BH-7609,BC-6666
MAT-200336,M10-BFG GASKET 17,OLD-200336,PC,ROH,A,E,7,8,30,14,24.63,112.67,NW08,V-41346,SG-78,OPS-M10-BFG,N,MAT-200336,BH-8841,BC-8540
MAT-200337,M8-NBR GASKET 18,OLD-200337,PC,HALB,A,E,5,3,21,60,6.45,49.3,NW08,V-77920,SG-62,OPS-M8-NBR,Y,MAT-200337,BH-9943,BC-6415
MAT-200344,M10-BFG GASKET 25,OLD-200344,PC,FERT,C,F,21,2,21,45,67.8,4.32,NW08,V-94398,SG-27,OPS-M10-BFG,N,MAT-200344,BH-7242,BC-3320
MAT-200352,M10-BFG GASKET 33,OLD-200352,PC,HALB,B,E,7,6,14,21,21.51,19.45,NW08,V-88966,SG-24,OPS-M10-BFG,N,MAT-200352,BH-6490,BC-3205
MAT-200356,M20-SILI GASKET 37,OLD-200356,PC,HALB,B,F,21,3,7,35,56.01,79.39,NW08,V-84746,SG-104,OPS-M20-SILI,Y,MAT-200356,BH-4934,BC-1198
MAT-200357,M14-HNBR GASKET 38,OLD-200357,PC,HALB,C,X,21,2,21,60,57.59,108.58,NW08,V-43687,SG-63,OPS-M14-HNBR,N,MAT-200357,BH-7244,BC-4215
MAT-200369,M8-NBR GASKET 10,OLD-200369,PC,FERT,C,F,7,3,7,35,106.75,140.63,NW08,V-51693,SG-27,OPS-M8-NBR,Y,MAT-200369,BH-2128,BC-4294
MAT-200371,M6-FKM GASKET 12,OLD-200371,PC,FERT,B,E,10,8,30,28,89.01,27.94,NW08,V-54644,SG-89,OPS-M6-FKM,N,MAT-200371,BH-8982,BC-4170
MAT-200379,M6-FKM GASKET 20,OLD-200379,PC,HALB,B,X,7,8,21,28,103.0,31.38,NW08,V-50192,SG-49,OPS-M6-FKM,Y,MAT-200379,BH-8516,BC-9843
MAT-200380,M20-SILI GASKET 21,OLD-200380,PC,ROH,C,F,10,6,30,14,12.44,205.25,NW08,V-25076,SG-30,OPS-M20-SILI,Y,MAT-200380,BH-7267,BC-4532
MAT-200382,M18-AFLAS GASKET 23,OLD-200382,PC,FERT,B,F,10,4,7,14,24.71,119.06,NW08,V-74882,SG-91,OPS-M18-AFLAS,N,MAT-200382,BH-6740,BC-3855
MAT-200388,M20-SILI GASKET 29,OLD-200388,PC,HALB,A,F,7,3,21,21,61.43,213.59,NW08,V-64092,SG-106,OPS-M20-SILI,N,MAT-200388,BH-6658,BC-7620
MAT-200389,M14-HNBR GASKET 30,OLD-200389,PC,ROH,A,E,5,2,30,14,117.34,138.49,NW08,V-37863,SG-73,OPS-M14-HNBR,Y,MAT-200389,BH-9378,BC-4266
MAT-200391,M22-NBR GASKET 32,OLD-200391,PC,HALB,A,E,10,3,21,35,117.5,214.29,NW08,V-19746,SG-63,OPS-M22-NBR,Y,MAT-200391,BH-8692,BC-4911
MAT-200393,M8-NBR GASKET 34,OLD-200393,PC,HALB,C,F,14,2,21,21,45.89,114.65,NW08,V-36254,SG-26,OPS-M8-NBR,N,MAT-200393,BH-5181,BC-8011
MAT-200397,M14-HNBR GASKET 38,OLD-200397,PC,HALB,B,X,7,8,7,60,88.4,166.6,NW08,V-62189,SG-94,OPS-M14-HNBR,Y,MAT-200397,BH-9219,BC-9555
MAT-200406,M18-AFLAS GASKET 07,OLD-200406,PC,ROH,B,X,10,2,14,60,13.15,75.31,NW08,V-31803,SG-31,OPS-M18-AFLAS,Y,MAT-200406,BH-8234,BC-1045
MAT-200409,M8-NBR GASKET 10,OLD-200409,PC,ROH,B,E,7,4,21,45,33.65,202.02,NW08,V-28948,SG-101,OPS-M8-NBR,N,MAT-200409,BH-3502,BC-5457
MAT-200413,M14-HNBR GASKET 14,OLD-200413,PC,ROH,B,X,21,2,21,60,98.75,175.13,NW08,V-68231,SG-73,OPS-M14-HNBR,Y,MAT-200413,BH-7814,BC-2415
MAT-200415,M22-NBR GASKET 16,OLD-200415,PC,FERT,C,E,21,6,21,14,56.69,187.98,NW08,V-50489,SG-102,OPS-M22-NBR,N,MAT-200415,BH-6138,BC-2598
MAT-200424,M10-BFG GASKET 25,OLD-200424,PC,ROH,B,F,10,8,7,14,83.28,138.44,NW08,V-24156,SG-56,OPS-M10-BFG,Y,MAT-200424,BH-7329,BC-7472
MAT-200425,M8-NBR GASKET 26,OLD-200425,PC,FERT,C,E,10,4,21,45,113.06,19.29,NW08,V-79904,SG-26,OPS-M8-NBR,N,MAT-200425,BH-3123,BC-1781
MAT-200426,M12-EPDM GASKET 27,OLD-200426,PC,ROH,A,E,10,8,7,21,84.74,163.74,NW08,V-46297,SG-73,OPS-M12-EPDM,Y,MAT-200426,BH-3849,BC-2880
MAT-200431,M22-NBR GASKET 32,OLD-200431,PC,HALB,A,X,21,2,14,21,74.97,45.88,NW08,V-70597,SG-24,OPS-M22-NBR,Y,MAT-200431,BH-6491,BC-8908
MAT-200437,M14-HNBR GASKET 38,OLD-200437,PC,FERT,C,E,5,4,7,21,11.03,55.02,NW08,V-63288,SG-16,OPS-M14-HNBR,N,MAT-200437,BH-7109,BC-7516
MAT-200441,M8-NBR GASKET 02,OLD-200441,PC,HALB,B,X,7,6,7,35,5.38,203.58,NW08,V-99140,SG-16,OPS-M8-NBR,Y,MAT-200441,BH-3382,BC-8878
MAT-200443,M6-FKM GASKET 04,OLD-200443,PC,HALB,B,F,7,2,14,35,32.71,210.03,NW08,V-89965,SG-110,OPS-M6-FKM,N,MAT-200443,BH-9114,BC-2971
MAT-200445,M14-HNBR GASKET 06,OLD-200445,PC,HALB,A,X,14,8,14,60,82.57,24.95,NW08,V-65236,SG-118,OPS-M14-HNBR,Y,MAT-200445,BH-4256,BC-7914
MAT-200448,M10-BFG GASKET 09,OLD-200448,PC,FERT,B,E,14,4,30,45,3.7,133.41,NW08,V-50577,SG-100,OPS-M10-BFG,N,MAT-200448,BH-6611,BC-9406
MAT-200449,M8-NBR GASKET 10,OLD-200449,PC,ROH,C,F,7,4,14,45,114.39,218.08,NW08,V-28515,SG-14,OPS-M8-NBR,Y,MAT-200449,BH-8713,BC-3088
MAT-200452,M20-SILI GASKET 13,OLD-200452,PC,HALB,C,X,21,3,7,35,100.56,29.79,NW08,V-24947,SG-43,OPS-M20-SILI,N,MAT-200452,BH-4857,BC-8090
MAT-200456,M10-BFG GASKET 17,OLD-200456,PC,HALB,A,X,5,6,14,14,62.61,140.15,NW08,V-44873,SG-32,OPS-M10-BFG,N,MAT-200456,BH-4441,BC-6152
MAT-200458,M12-EPDM GASKET 19,OLD-200458,PC,ROH,A,X,10,3,21,35,66.51,142.67,NW08,V-78329,SG-98,OPS-M12-EPDM,N,MAT-200458,BH-8421,BC-7132
MAT-200469,M14-HNBR GASKET 30,OLD-200469,PC,ROH,C,X,7,3,30,60,11.27,158.34,NW08,V-58789,SG-32,OPS-M14-HNBR,Y,MAT-200469,BH-2477,BC-8091
MAT-200472,M10-BFG GASKET 33,OLD-200472,PC,FERT,A,E,7,8,30,28,93.74,114.1,NW08,V-92029,SG-67,OPS-M10-BFG,N,MAT-200472,BH-9113,BC-8806
MAT-200477,M14-HNBR GASKET 38,OLD-200477,PC,ROH,A,E,21,6,30,60,39.88,112.1,NW08,V-79737,SG-120,OPS-M14-HNBR,Y,MAT-200477,BH-5100,BC-3158
MAT-200489,M8-NBR GASKET 10,OLD-200489,PC,ROH,B,X,5,6,14,21,64.84,103.73,NW08,V-49216,SG-38,OPS-M8-NBR,N,MAT-200489,BH-2020,BC-3188
MAT-200514,M12-EPDM GASKET 35,OLD-200514,PC,ROH,C,F,14,2,7,28,50.69,127.79,NW08,V-31053,SG-120,OPS-M12-EPDM,N,MAT-200514,BH-1869,BC-8895
MAT-200517,M14-HNBR GASKET 38,OLD-200517,PC,HALB,B,X,5,6,30,14,118.59,111.75,NW08,V-20911,SG-65,OPS-M14-HNBR,N,MAT-200517,BH-7479,BC-9690
MAT-200528,M10-BFG GASKET 09,OLD-200528,PC,ROH,C,E,10,2,30,21,37.96,190.17,NW08,V-37914,SG-47,OPS-M10-BFG,N,MAT-200528,BH-1965,BC-5070
MAT-200532,M20-SILI GASKET 13,OLD-200532,PC,ROH,A,X,7,4,30,14,33.15,134.52,NW08,V-57861,SG-10,OPS-M20-SILI,Y,MAT-200532,BH-3692,BC-4929
MAT-200542,M18-AFLAS GASKET 23,OLD-200542,PC,ROH,A,F,14,2,30,35,24.03,28.44,NW08,V-99557,SG-105,OPS-M18-AFLAS,N,MAT-200542,BH-7853,BC-3797
MAT-200558,M18-AFLAS GASKET 39,OLD-200558,PC,FERT,C,E,14,4,14,14,47.17,138.84,NW08,V-27445,SG-11,OPS-M18-AFLAS,N,MAT-200558,BH-7096,BC-5160
MAT-200562,M12-EPDM GASKET 03,OLD-200562,PC,FERT,A,X,14,8,21,60,41.18,93.0,NW08,V-52692,SG-44,OPS-M12-EPDM,Y,MAT-200562,BH-7574,BC-5769
MAT-200565,M14-HNBR GASKET 06,OLD-200565,PC,HALB,C,E,21,3,14,21,5.28,193.61,NW08,V-29656,SG-39,OPS-M14-HNBR,N,MAT-200565,BH-6236,BC-4996
MAT-200570,M12-EPDM GASKET 11,OLD-200570,PC,HALB,B,X,14,6,14,14,64.25,133.09,NW08,V-50960,SG-64,OPS-M12-EPDM,N,MAT-200570,BH-1017,BC-4375
MAT-200572,M20-SILI GASKET 13,OLD-200572,PC,FERT,B,E,5,2,21,60,65.53,166.96,NW08,V-54550,SG-15,OPS-M20-SILI,N,MAT-200572,BH-9656,BC-8937
MAT-200580,M20-SILI GASKET 21,OLD-200580,PC,FERT,A,X,7,8,7,21,77.78,95.48,NW08,V-60514,SG-117,OPS-M20-SILI,N,MAT-200580,BH-5913,BC-1894
MAT-200581,M14-HNBR GASKET 22,OLD-200581,PC,HALB,A,E,21,6,14,35,110.94,94.76,NW08,V-71192,SG-86,OPS-M14-HNBR,N,MAT-200581,BH-9228,BC-6851
MAT-200589,M14-HNBR GASKET 30,OLD-200589,PC,HALB,C,F,14,6,30,60,88.08,158.91,NW08,V-74044,SG-29,OPS-M14-HNBR,Y,MAT-200589,BH-3771,BC-4129
MAT-200594,M12-EPDM GASKET 35,OLD-200594,PC,HALB,C,F,7,4,30,45,93.92,138.91,NW08,V-92670,SG-51,OPS-M12-EPDM,N,MAT-200594,BH-5546,BC-3355
MAT-200595,M6-FKM GASKET 36,OLD-200595,PC,FERT,A,F,21,4,30,45,27.06,108.77,NW08,V-17518,SG-34,OPS-M6-FKM,Y,MAT-200595,BH-9413,BC-9967
MAT-200606,M18-AFLAS GASKET 07,OLD-200606,PC,HALB,B,E,7,2,14,45,6.34,47.1,NW08,V-42861,SG-28,OPS-M18-AFLAS,N,MAT-200606,BH-5981,BC-7925
MAT-200612,M20-SILI GASKET 13,OLD-200612,PC,FERT,B,E,10,6,30,45,19.93,214.79,NW08,V-56316,SG-75,OPS-M20-SILI,N,MAT-200612,BH-2014,BC-4438
MAT-200627,M6-FKM GASKET 28,OLD-200627,PC,HALB,B,F,5,8,30,60,46.82,55.0,NW08,V-26440,SG-42,OPS-M6-FKM,N,MAT-200627,BH-4645,BC-8017
MAT-200630,M18-AFLAS GASKET 31,OLD-200630,PC,ROH,C,F,5,2,21,45,31.41,48.38,NW08,V-22669,SG-37,OPS-M18-AFLAS,N,MAT-200630,BH-5926,BC-7159
MAT-200634,M12-EPDM GASKET 35,OLD-200634,PC,FERT,A,E,7,2,7,45,55.97,108.75,NW08,V-33765,SG-19,OPS-M12-EPDM,N,MAT-200634,BH-3249,BC-5221
MAT-200636,M20-SILI GASKET 37,OLD-200636,PC,ROH,C,F,14,6,7,35,63.5,176.56,NW08,V-92646,SG-30,OPS-M20-SILI,Y,MAT-200636,BH-1455,BC-3338
MAT-200637,M14-HNBR GASKET 38,OLD-200637,PC,ROH,B,F,10,8,30,14,21.94,183.35,NW08,V-20735,SG-104,OPS-M14-HNBR,Y,MAT-200637,BH-6619,BC-7198
MAT-200639,M22-NBR GASKET 40,OLD-200639,PC,ROH,C,X,7,8,7,60,79.26,99.27,NW08,V-19358,SG-13,OPS-M22-NBR,N,MAT-200639,BH-3525,BC-7188
MAT-200643,M6-FKM GASKET 04,OLD-200643,PC,ROH,C,F,14,4,7,21,32.65,148.52,NW08,V-59768,SG-63,OPS-M6-FKM,Y,MAT-200643,BH-2291,BC-5112
MAT-200648,M10-BFG GASKET 09,OLD-200648,PC,FERT,B,X,14,8,21,60,40.51,94.42,NW08,V-77351,SG-59,OPS-M10-BFG,N,MAT-200648,BH-6905,BC-2214
MAT-200650,M12-EPDM GASKET 11,OLD-200650,PC,FERT,B,E,5,3,7,14,85.95,66.52,NW08,V-82925,SG-94,OPS-M12-EPDM,Y,MAT-200650,BH-7460,BC-3244
MAT-200676,M20-SILI GASKET 37,OLD-200676,PC,FERT,C,X,5,3,7,28,80.14,98.52,NW08,V-43558,SG-32,OPS-M20-SILI,Y,MAT-200676,BH-7018,BC-7492
MAT-200677,M14-HNBR GASKET 38,OLD-200677,PC,ROH,C,X,21,6,14,14,11.83,71.44,NW08,V-16885,SG-39,OPS-M14-HNBR,N,MAT-200677,BH-5505,BC-5047
MAT-200680,M10-BFG GASKET 01,OLD-200680,PC,HALB,A,E,5,8,30,21,73.76,13.09,NW08,V-33693,SG-114,OPS-M10-BFG,N,MAT-200680,BH-2419,BC-8350
MAT-200685,M14-HNBR GASKET 06,OLD-200685,PC,ROH,C,X,14,4,7,28,96.24,28.62,NW08,V-56857,SG-66,OPS-M14-HNBR,Y,MAT-200685,BH-9781,BC-2073
MAT-200695,M22-NBR GASKET 16,OLD-200695,PC,FERT,A,X,10,2,14,21,56.76,54.89,NW08,V-91617,SG-120,OPS-M22-NBR,N,MAT-200695,BH-1922,BC-8718
MAT-200700,M20-SILI GASKET 21,OLD-200700,PC,FERT,B,X,21,2,7,35,17.99,169.79,NW08,V-19997,SG-44,OPS-M20-SILI,N,MAT-200700,BH-9736,BC-4782
MAT-200701,M14-HNBR GASKET 22,OLD-200701,PC,HALB,B,X,14,6,7,45,8.42,83.83,NW08,V-53252,SG-18,OPS-M14-HNBR,N,MAT-200701,BH-9811,BC-6410
MAT-200705,M8-NBR GASKET 26,OLD-200705,PC,FERT,B,E,14,4,7,45,117.38,180.44,NW08,V-50937,SG-82,OPS-M8-NBR,Y,MAT-200705,BH-3569,BC-3304
MAT-200718,M18-AFLAS GASKET 39,OLD-200718,PC,HALB,A,X,5,4,7,14,94.32,145.56,NW08,V-34503,SG-119,OPS-M18-AFLAS,Y,MAT-200718,BH-8776,BC-8014
MAT-200725,M14-HNBR GASKET 06,OLD-200725,PC,ROH,C,F,5,3,21,28,114.42,109.83,NW08,V-55529,SG-92,OPS-M14-HNBR,Y,MAT-200725,BH-2016,BC-1362
MAT-200727,M22-NBR GASKET 08,OLD-200727,PC,ROH,C,E,10,2,21,45,107.35,90.79,NW08,V-82051,SG-69,OPS-M22-NBR,Y,MAT-200727,BH-9312,BC-8424
MAT-200730,M12-EPDM GASKET 11,OLD-200730,PC,ROH,B,F,5,6,30,21,9.18,57.56,NW08,V-58862,SG-95,OPS-M12-EPDM,N,MAT-200730,BH-6734,BC-5494
MAT-200732,M20-SILI GASKET 13,OLD-200732,PC,FERT,C,E,5,3,30,45,101.08,33.33,NW08,V-84106,SG-61,OPS-M20-SILI,N,MAT-200732,BH-5974,BC-1104
MAT-200735,M22-NBR GASKET 16,OLD-200735,PC,HALB,B,X,7,3,14,35,54.73,59.05,NW08,V-27130,SG-111,OPS-M22-NBR,N,MAT-200735,BH-7674,BC-7701
MAT-200736,M10-BFG GASKET 17,OLD-200736,PC,HALB,C,F,7,6,14,14,16.62,163.36,NW08,V-69642,SG-43,OPS-M10-BFG,Y,MAT-200736,BH-9544,BC-4399
MAT-200738,M12-EPDM GASKET 19,OLD-200738,PC,HALB,A,X,14,2,7,60,47.26,124.65,NW08,V-49937,SG-83,OPS-M12-EPDM,N,MAT-200738,BH-1912,BC-3847
MAT-200741,M14-HNBR GASKET 22,OLD-200741,PC,ROH,B,F,10,2,7,35,22.9,43.17,NW08,V-12078,SG-10,OPS-M14-HNBR,N,MAT-200741,BH-4543,BC-4871
MAT-200742,M18-AFLAS GASKET 23,OLD-200742,PC,HALB,C,F,14,2,7,28,65.41,95.18,NW08,V-14234,SG-58,OPS-M18-AFLAS,Y,MAT-200742,BH-3002,BC-9166
MAT-200746,M12-EPDM GASKET 27,OLD-200746,PC,FERT,A,F,5,2,21,21,36.79,197.86,NW08,V-79228,SG-100,OPS-M12-EPDM,Y,MAT-200746,BH-2570,BC-9985
MAT-200763,M6-FKM GASKET 04,OLD-200763,PC,HALB,C,E,14,4,14,28,103.89,104.21,NW08,V-19803,SG-44,OPS-M6-FKM,N,MAT-200763,BH-9071,BC-4571
MAT-200779,M6-FKM GASKET 20,OLD-200779,PC,HALB,A,F,7,8,7,60,7.77,27.46,NW08,V-12116,SG-51,OPS-M6-FKM,Y,MAT-200779,BH-4692,BC-9974
MAT-200783,M22-NBR GASKET 24,OLD-200783,PC,HALB,A,X,14,8,14,35,85.79,154.45,NW08,V-20977,SG-99,OPS-M22-NBR,Y,MAT-200783,BH-6243,BC-3981
MAT-200785,M8-NBR GASKET 26,OLD-200785,PC,FERT,A,F,10,8,7,14,114.85,30.62,NW08,V-37975,SG-102,OPS-M8-NBR,Y,MAT-200785,BH-5614,BC-2732
MAT-200795,M6-FKM GASKET 36,OLD-200795,PC,HALB,C,F,7,3,30,35,6.08,55.17,NW08,V-50321,SG-100,OPS-M6-FKM,N,MAT-200795,BH-1233,BC-5840
MAT-200802,M12-EPDM GASKET 03,OLD-200802,PC,ROH,C,F,21,3,14,60,24.81,21.4,NW08,V-45947,SG-67,OPS-M12-EPDM,N,MAT-200802,BH-8606,BC-3424
MAT-200811,M6-FKM GASKET 12,OLD-200811,PC,FERT,C,X,10,6,21,60,113.22,115.55,NW08,V-93417,SG-93,OPS-M6-FKM,Y,MAT-200811,BH-1316,BC-3329
MAT-200812,M20-SILI GASKET 13,OLD-200812,PC,HALB,A,E,5,2,21,21,106.76,199.27,NW08,V-51245,SG-80,OPS-M20-SILI,Y,MAT-200812,BH-5379,BC-3021
MAT-200813,M14-HNBR GASKET 14,OLD-200813,PC,ROH,C,F,14,3,14,14,68.46,212.31,NW08,V-45337,SG-76,OPS-M14-HNBR,Y,MAT-200813,BH-7007,BC-5998
MAT-200814,M18-AFLAS GASKET 15,OLD-200814,PC,ROH,B,E,7,3,30,60,117.91,24.5,NW08,V-63169,SG-74,OPS-M18-AFLAS,N,MAT-200814,BH-9124,BC-2948
MAT-200820,M20-SILI GASKET 21,OLD-200820,PC,ROH,C,X,5,3,30,35,109.69,101.58,NW08,V-64519,SG-119,OPS-M20-SILI,Y,MAT-200820,BH-7394,BC-4971
MAT-200827,M6-FKM GASKET 28,OLD-200827,PC,HALB,B,E,7,6,7,45,48.92,43.09,NW08,V-42601,SG-78,OPS-M6-FKM,N,MAT-200827,BH-7263,BC-2001
MAT-200833,M8-NBR GASKET 34,OLD-200833,PC,FERT,A,E,7,3,7,35,101.51,44.75,NW08,V-81091,SG-41,OPS-M8-NBR,N,MAT-200833,BH-9254,BC-5675
MAT-200845,M14-HNBR GASKET 06,OLD-200845,PC,HALB,A,E,5,3,30,28,21.4,50.43,NW08,V-97240,SG-85,OPS-M14-HNBR,Y,MAT-200845,BH-3827,BC-3614
MAT-200846,M18-AFLAS GASKET 07,OLD-200846,PC,HALB,C,X,21,6,21,60,117.83,93.36,NW08,V-96038,SG-27,OPS-M18-AFLAS,Y,MAT-200846,BH-2532,BC-6401
MAT-200865,M8-NBR GASKET 26,OLD-200865,PC,FERT,B,E,10,2,14,60,2.81,76.87,NW08,V-71028,SG-52,OPS-M8-NBR,Y,MAT-200865,BH-8349,BC-3851
MAT-200871,M22-NBR GASKET 32,OLD-200871,PC,ROH,B,E,21,3,30,45,51.45,122.39,NW08,V-79071,SG-40,OPS-M22-NBR,Y,MAT-200871,BH-3902,BC-1235
MAT-200875,M6-FKM GASKET 36,OLD-200875,PC,ROH,B,E,14,4,14,21,38.0,92.94,NW08,V-35437,SG-28,OPS-M6-FKM,Y,MAT-200875,BH-3635,BC-2347
MAT-200878,M18-AFLAS GASKET 39,OLD-200878,PC,ROH,B,X,10,3,7,28,5.01,219.71,NW08,V-43310,SG-79,OPS-M18-AFLAS,Y,MAT-200878,BH-8090,BC-2765
MAT-200885,M14-HNBR GASKET 06,OLD-200885,PC,ROH,C,X,14,4,30,60,37.17,18.91,NW08,V-63418,SG-70,OPS-M14-HNBR,N,MAT-200885,BH-9420,BC-8910
MAT-200886,M18-AFLAS GASKET 07,OLD-200886,PC,ROH,C,E,21,2,30,45,113.1,180.0,NW08,V-93528,SG-42,OPS-M18-AFLAS,Y,MAT-200886,BH-1803,BC-7027
MAT-200889,M8-NBR GASKET 10,OLD-200889,PC,ROH,C,F,7,6,21,60,74.96,34.97,NW08,V-34151,SG-46,OPS-M8-NBR,N,MAT-200889,BH-3665,BC-7449
MAT-100020,MX100/PL.21 304TL 0.7mm,OLD-100020,PC,ROH,A,E,7,4,14,45,108.17,204.16,NW09,V-43211,SG-23,OPS-MX100,Y,MAT-100020,BH-7317,BC-7716
MAT-100028,XL420/PL.29 304TL 0.8mm,OLD-100028,PC,HALB,C,E,7,8,30,45,47.95,6.23,NW09,V-84738,SG-62,OPS-XL420,N,MAT-100028,BH-1892,BC-6329
MAT-100039,S160/PL.40 304TL 0.5mm,OLD-100039,PC,FERT,C,F,5,4,30,60,60.48,116.87,NW09,V-34655,SG-80,OPS-S160,Y,MAT-100039,BH-7729,BC-8795
MAT-100042,PRO-9X/PL.43 304TL 0.8mm,OLD-100042,PC,HALB,B,X,7,4,30,45,31.66,124.48,NW09,V-60026,SG-66,OPS-PRO-9X,Y,MAT-100042,BH-3333,BC-6729
MAT-100043,PRO-12X/PL.44 304TL 0.5mm,OLD-100043,PC,HALB,B,X,7,4,30,14,44.73,45.27,NW09,V-55524,SG-58,OPS-PRO-12X,Y,MAT-100043,BH-6663,BC-6448
MAT-100045,MX200/PL.46 304TL 0.3mm,OLD-100045,PC,HALB,C,E,21,3,7,21,66.55,113.61,NW09,V-25342,SG-81,OPS-MX200,Y,MAT-100045,BH-5554,BC-9645
MAT-100047,HT80/PL.48 304TL 0.6mm,OLD-100047,PC,ROH,A,X,5,4,7,45,43.48,35.95,NW09,V-81434,SG-74,OPS-HT80,N,MAT-100047,BH-1145,BC-7421
MAT-100052,XL420/PL.03 304TL 0.8mm,OLD-100052,PC,ROH,B,X,10,8,21,28,10.77,70.25,NW09,V-30589,SG-89,OPS-XL420,Y,MAT-100052,BH-1804,BC-9103
MAT-100054,PRO-9X/PL.05 304TL 0.7mm,OLD-100054,PC,FERT,B,E,10,2,14,35,117.91,56.8,NW09,V-16503,SG-101,OPS-PRO-9X,N,MAT-100054,BH-6706,BC-9802
MAT-100056,MX100/PL.07 304TL 0.6mm,OLD-100056,PC,HALB,B,E,7,8,7,45,74.17,186.22,NW09,V-75297,SG-67,OPS-MX100,N,MAT-100056,BH-4164,BC-4620
MAT-100057,MX200/PL.08 304TL 0.8mm,OLD-100057,PC,FERT,B,F,5,3,7,21,87.73,188.96,NW09,V-96172,SG-100,OPS-MX200,Y,MAT-100057,BH-7116,BC-7502
MAT-100058,MX250/PL.09 304TL 0.6mm,OLD-100058,PC,ROH,C,X,14,3,14,60,43.82,207.66,NW09,V-99936,SG-104,OPS-MX250,N,MAT-100058,BH-3913,BC-8226
MAT-100060,S62/PL.11 304TL 0.8mm,OLD-100060,PC,ROH,A,X,10,2,30,21,114.34,6.56,NW09,V-79164,SG-56,OPS-S62,Y,MAT-100060,BH-8310,BC-6313
MAT-100072,S62/PL.23 304TL 0.6mm,OLD-100072,PC,HALB,A,E,14,3,14,35,115.82,90.49,NW09,V-47166,SG-64,OPS-S62,N,MAT-100072,BH-6604,BC-9326
MAT-100082,MX250/PL.33 304TL 0.8mm,OLD-100082,PC,HALB,B,X,21,4,14,21,53.75,113.66,NW09,V-44961,SG-27,OPS-MX250,Y,MAT-100082,BH-6125,BC-8559
MAT-100086,S140/PL.37 304TL 0.7mm,OLD-100086,PC,FERT,B,F,21,4,7,14,37.54,87.39,NW09,V-84834,SG-92,OPS-S140,N,MAT-100086,BH-3160,BC-4250
MAT-100093,MX200/PL.44 304TL 0.6mm,OLD-100093,PC,ROH,A,F,10,8,14,60,117.61,184.9,NW09,V-39843,SG-78,OPS-MX200,N,MAT-100093,BH-6981,BC-8482
MAT-100094,MX250/PL.45 304TL 0.6mm,OLD-100094,PC,ROH,A,X,14,8,30,60,1.54,48.47,NW09,V-74655,SG-41,OPS-MX250,Y,MAT-100094,BH-1778,BC-5696
MAT-100107,HT80/PL.08 304TL 0.6mm,OLD-100107,PC,HALB,C,X,7,6,7,35,40.97,37.91,NW09,V-20998,SG-80,OPS-HT80,Y,MAT-100107,BH-4972,BC-8012
MAT-100116,MX100/PL.17 304TL 0.7mm,OLD-100116,PC,HALB,A,E,5,8,21,28,63.06,217.56,NW09,V-19209,SG-22,OPS-MX100,N,MAT-100116,BH-8929,BC-5770
MAT-100118,MX250/PL.19 304TL 0.6mm,OLD-100118,PC,FERT,B,X,5,8,14,45,44.86,157.02,NW09,V-43892,SG-61,OPS-MX250,Y,MAT-100118,BH-1374,BC-7221
MAT-100130,MX250/PL.31 304TL 0.7mm,OLD-100130,PC,FERT,C,F,5,3,7,35,27.32,75.41,NW09,V-40050,SG-13,OPS-MX250,Y,MAT-100130,BH-1179,BC-1178
MAT-100134,S140/PL.35 304TL 0.6mm,OLD-100134,PC,ROH,C,E,10,3,7,35,19.1,27.91,NW09,V-61288,SG-16,OPS-S140,N,MAT-100134,BH-6124,BC-9261
MAT-100136,XL420/PL.37 304TL 0.4mm,OLD-100136,PC,HALB,C,X,7,3,7,21,69.46,133.19,NW09,V-23447,SG-104,OPS-XL420,Y,MAT-100136,BH-1493,BC-6701
MAT-100141,MX200/PL.42 304TL 0.3mm,OLD-100141,PC,HALB,B,X,5,3,7,35,93.1,180.71,NW09,V-47886,SG-94,OPS-MX200,N,MAT-100141,BH-2887,BC-6476
MAT-100144,S62/PL.45 304TL 0.7mm,OLD-100144,PC,FERT,C,F,5,2,7,28,102.87,55.37,NW09,V-23383,SG-84,OPS-S62,N,MAT-100144,BH-4790,BC-7325
MAT-100145,S120/PL.46 304TL 0.7mm,OLD-100145,PC,HALB,A,F,5,8,21,35,14.77,183.04,NW09,V-23635,SG-117,OPS-S120,N,MAT-100145,BH-2990,BC-1663
MAT-100151,PRO-12X/PL.02 304TL 0.6mm,OLD-100151,PC,HALB,A,F,5,6,7,60,58.2,118.67,NW09,V-32405,SG-25,OPS-PRO-12X,N,MAT-100151,BH-2927,BC-3174
MAT-100154,MX250/PL.05 304TL 0.8mm,OLD-100154,PC,FERT,A,F,14,3,30,28,100.45,208.47,NW09,V-63095,SG-92,OPS-MX250,Y,MAT-100154,BH-8566,BC-2590
