Status,Connector RCCP pivot,Connector Plant_Material nr,Material number,Material Description,Cycle time,Work center,Tool number,Project_name,Gasket Factory,Gasket Final,Gasket Description,All delayed,demand_month,demand_pcs,product_type,demand_year,demand_month_num,pipeline_plant,factory_production_type,Plant_2_6,Type_2_6,Sap code_2_6,Material description_2_6,Total QTY_2_6,Tool No._2_6,Work center_2_6,Cycle times Standard Value (Machine)_2_6,OPS plan GD_2_6,Rev no_2_6,Material Status_2_6,Project ID,Region,Owner,Probability,Requested delivery date,Customer segment,Total expected PCS,Total expected EUR,Revenue tier,Submission channel,Description_2_3,Material Type_2_3,ABC (SAP)_2_3,Procurement Type_2_3,In House Production Time (WD)_2_3,Production LT Weeks_2_3,Transportation Lanes Lead Time (CD)_2_3,Planned Delivery Time (MARC) (CD)_2_3,Standard Cost in EUR_2_3,Avg Sales Price in EUR_2_3,G37 - Vendor_2_3,P45 - Supply Group_2_3,P55 - Operations Group_2_3,Is Network Material_2_3,Base Unit of Measure_2_3,WC-Description long_2_5,Size_2_5,Weekly Schedule_2_5,Hours_2_5,Days_2_5,Weekly available time_2_5,OEE (in %)_2_5,Daily breaks (in H)_2_5,NR of stands per WC_2_5,AP Limit_2_5,cap_avg_available_hrs_per_week,cap_avg_load_hrs_per_week,cap_utilization_pct,P80 - Plant Material: Operations Group,P80 - Plant Material: Mixed MRP,ops_avg_planned_pcs_per_week,Component Material code,Component Quantity,Component BUoM,Component Description,Production LT in Weeks,Component Scrap (perc),Assembly Scrap (perc),Total Scrap Factor,Effective Component Quantity,Comp Plate/Gasket,BOM Status,Header Description,Stock Qty_3_1,ATP Quantity_3_1,ATP Qty (allow negative)_3_1,Reserved Stock Qty_3_1,Stock in Transit Qty_3_1,Safety Stock Qty_3_1,Minimum Safety Stock Qty_3_1,Stock Value (EUR)_3_1,Stock in Transit Value (EUR)_3_1,Total Stock Value (EUR)_3_1,Calendar day_3_1,Operation Group_3_1,inv_usable_qty_3_1
Not approved,NW04_Northwind Southbay,NW04_MAT-101174,MAT-101174,MX250/PL.25 304TL 0.7mm,0.906,PRESS_1,T-70289-A,PRJ-OMEGA-0002,P01_NW04_Northwind Southbay,MAT-101174,MX250/PL.25 304TL 0.7mm,0,7 2027,1252,Gaskets,2027,7,NW04,Both,NW04,Plates,MAT-101174,MX250/PL.25 304TL 0.7mm,125300.0,T-70289-A,PRESS_1,0.906,11321.0,D,Phase-out,SF-100001,EMEA-West,C. Moreau,50,2026-10-10,Refrigeration,4548,946102.87,Strategic,Distributor,MX250/PL.25 304TL 0.7mm,ROH,C,X,21.0,2.0,21.0,45.0,99.89,154.84,V-22607,SG-103,OPS-MX250,N,PC,Press 3300T,S,12/6,12.0,6.0,48.0,0.75,1.0,1.0,"Available Capacity, hours",48.0,34.33576923076924,0.7153285256410258,OPS-MX250,False,0.11910705128205126,RM-COIL-NI,5.385,KG,COIL NICKEL 1200mm 0.35mm,4.0,0.035,0.029,1.065,5.735,Plates,Active,MX250/PL.25 304TL 0.7mm,10408.0,5903.0,8446.0,40.0,2071.0,1173.0,821.0,113958.91,22675.72,136634.63,2026.04.03,OPS-MX250,11306.0
Not approved,NW13_Northwind Andes,NW13_MAT-200317,MAT-200317,M14-HNBR GASKET 38,0.531,PRESS_2,T-70503-C,PRJ-DELTA-0468,P01_NW13_Northwind Andes,MAT-200317,M14-HNBR GASKET 38,0,7 2027,2516,Gaskets,2027,7,NW13,Both,NW13,Gaskets,MAT-200317,M14-HNBR GASKET 38,225302.0,T-70503-C,PRESS_2,0.531,160718.0,D,Active,SF-100467,,T. Novak,75,2026-08-07,Data Center,42796,149907.7,Medium,Distributor,M14-HNBR GASKET 38,FERT,A,F,7.0,6.0,30.0,28.0,100.55,111.13,V-40174,SG-52,OPS-M14-HNBR,N,PC,Press 5500T,M,8/5,8.0,5.0,25.4,0.76,1.0,2.0,"Available Capacity, hours",25.400000000000063,17.902307692307698,0.7048152634766793,OPS-M14-HNBR,True,0.046261538461538444,RM-COMP-HNBR,0.405,KG,RUBBER COMPOUND HNBR60,2.0,0.052,0.024,1.0772,0.436,Gaskets,Active,M14-HNBR GASKET 38,7463.0,4820.0,3660.0,1224.0,1875.0,732.0,512.0,63458.16,15943.19,79401.35,2026.04.03,OPS-M14-HNBR,8606.0
Not approved,NW13_Northwind Andes,NW13_MAT-200317,MAT-200317,M14-HNBR GASKET 38,0.531,PRESS_2,T-70503-C,PRJ-DELTA-0468,P01_NW13_Northwind Andes,MAT-200317,M14-HNBR GASKET 38,0,7 2027,2516,Gaskets,2027,7,NW13,Both,NW13,Gaskets,MAT-200317,M14-HNBR GASKET 38,225302.0,T-70503-C,PRESS_2,0.531,160718.0,D,Active,SF-100467,,T. Novak,75,2026-08-07,Data Center,42796,149907.7,Medium,Distributor,M14-HNBR GASKET 38,FERT,A,F,7.0,6.0,30.0,28.0,100.55,111.13,V-40174,SG-52,OPS-M14-HNBR,N,PC,Press 5500T,M,8/5,8.0,5.0,25.4,0.76,1.0,2.0,"Available Capacity, hours",25.400000000000063,17.902307692307698,0.7048152634766793,OPS-M14-HNBR,True,0.046261538461538444,RM-COMP-NBR,0.352,KG,RUBBER COMPOUND NBR70,4.0,0.036,0.008,1.0443,0.368,Gaskets,Active,M14-HNBR GASKET 38,7463.0,4820.0,3660.0,1224.0,1875.0,732.0,512.0,63458.16,15943.19,79401.35,2026.04.03,OPS-M14-HNBR,8606.0
Not approved,NW04_Northwind Southbay,NW04_MAT-200474,MAT-200474,M12-EPDM GASKET 35,0.714,GRINDING_1,T-70357-D,PRJ-ALPHA-0622,P01_NW04_Northwind Southbay,MAT-200474,M12-EPDM GASKET 35,0,7 2027,1827,Gaskets,2027,7,NW04,Both,NW04,Gaskets,MAT-200474,M12-EPDM GASKET 35,218844.0,T-70357-D,GRINDING_1,0.714,10815.0,D,Active,SF-100621,EMEA-East,L. Tran,90,2026-11-18,Oil & Gas,42262,387289.64,Large,Distributor,M12-EPDM GASKET 35,FERT,C,E,21.0,6.0,30.0,14.0,78.4,140.18,V-62435,SG-87,OPS-M12-EPDM,Y,PC,Grinding line,S,12/6,12.0,6.0,45.3,0.7124999999999999,1.0,1.0,"Available Capacity, hours",45.30000000000012,24.652948717948732,0.5442152034867256,OPS-M12-EPDM,True,0.046000000000000006,RM-COMP-SILI,0.28,KG,RUBBER COMPOUND SILICONE,8.0,0.052,0.017,1.0699,0.3,Gaskets,Active,M12-EPDM GASKET 35,4369.0,3754.0,3307.0,82.0,747.0,115.0,80.0,206225.48,35259.88,241485.37,2026.04.03,OPS-M12-EPDM,5001.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-100422,MAT-100422,S140/PL.23 304TL 0.5mm,1.563,PRESS_2,T-70453-B,PRJ-BETA-0518,P01_NW12_Northwind Cerrado,MAT-100422,S140/PL.23 304TL 0.5mm,0,7 2027,1282,Gaskets,2027,7,NW12,Both,NW12,Plates,MAT-100422,S140/PL.23 304TL 0.5mm,245840.0,T-70453-B,PRESS_2,1.563,30832.0,B,Active,SF-100517,APAC-East,C. Moreau,50,2026-03-04,Oil & Gas,38700,135720.15,Strategic,Direct,S140/PL.23 304TL 0.5mm,HALB,B,X,21.0,6.0,30.0,35.0,15.25,124.86,V-38540,SG-33,OPS-S140,Y,PC,Press 5500T,M,8/5,8.0,5.0,24.6,0.74,1.0,2.0,"Available Capacity, hours",24.599999999999937,13.208782051282059,0.5369423598082151,OPS-S140,True,0.05545320512820514,RM-COIL-SS304,6.933,KG,COIL SS304 1250mm 0.4mm,4.0,0.028,0.029,1.0578,7.334,Plates,Active,S140/PL.23 304TL 0.5mm,9580.0,4956.0,8442.0,158.0,2842.0,811.0,568.0,148261.24,43983.14,192244.38,2026.04.03,OPS-S140,11611.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-100422,MAT-100422,S140/PL.23 304TL 0.5mm,1.563,PRESS_2,T-70453-B,PRJ-BETA-0518,P01_NW12_Northwind Cerrado,MAT-100422,S140/PL.23 304TL 0.5mm,0,7 2027,1282,Gaskets,2027,7,NW12,Both,NW12,Plates,MAT-100422,S140/PL.23 304TL 0.5mm,245840.0,T-70453-B,PRESS_2,1.563,30832.0,B,Active,SF-100517,APAC-East,C. Moreau,50,2026-03-04,Oil & Gas,38700,135720.15,Strategic,Direct,S140/PL.23 304TL 0.5mm,HALB,B,X,21.0,6.0,30.0,35.0,15.25,124.86,V-38540,SG-33,OPS-S140,Y,PC,Press 5500T,M,8/5,8.0,5.0,24.6,0.74,1.0,2.0,"Available Capacity, hours",24.599999999999937,13.208782051282059,0.5369423598082151,OPS-S140,True,0.05545320512820514,RM-COIL-AL,4.493,KG,COIL ALUMINUM 1300mm 0.6mm,8.0,0.054,0.016,1.0709,4.812,Plates,Active,S140/PL.23 304TL 0.5mm,9580.0,4956.0,8442.0,158.0,2842.0,811.0,568.0,148261.24,43983.14,192244.38,2026.04.03,OPS-S140,11611.0
Not approved,NW02_Northwind Heartland,NW02_MAT-200235,MAT-200235,M6-FKM GASKET 36,0.409,PRESS_3,T-70036-B,PRJ-OMEGA-0230,P01_NW02_Northwind Heartland,MAT-200235,M6-FKM GASKET 36,0,7 2027,5872,Gaskets,2027,7,NW02,Both,NW02,Gaskets,MAT-200235,M6-FKM GASKET 36,100957.0,T-70036-B,PRESS_3,0.409,136959.0,A,Active,SF-100229,EMEA-East,L. Tran,75,2026-11-23,Refrigeration,42977,1041752.48,Small,Partner,M6-FKM GASKET 36,HALB,C,X,10.0,6.0,30.0,60.0,32.79,44.68,V-80882,SG-119,OPS-M6-FKM,N,PC,Press 5500T,M,8/5,8.0,5.0,27.8,0.82,1.0,2.0,"Available Capacity, hours",27.800000000000082,10.903653846153853,0.39221776425013744,OPS-M6-FKM,False,0.04547692307692306,RM-COMP-SILI,0.252,KG,RUBBER COMPOUND SILICONE,2.0,0.047,0.028,1.0763,0.271,Gaskets,Active,M6-FKM GASKET 36,10287.0,6905.0,5556.0,994.0,28.0,862.0,603.0,191665.93,521.69,192187.62,2026.04.03,OPS-M6-FKM,9453.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200702,MAT-200702,M18-AFLAS GASKET 23,0.781,GRINDING_1,T-70364-D,PRJ-EPSILON-0119,P01_NW09_Northwind Alpine,MAT-200702,M18-AFLAS GASKET 23,0,7 2027,2942,Gaskets,2027,7,NW09,Both,NW09,Gaskets,MAT-200702,M18-AFLAS GASKET 23,108164.0,T-70364-D,GRINDING_1,0.781,261377.0,C,Active,SF-100118,EMEA-West,P. Kovac,90,2026-05-27,Marine,48696,451111.68,Strategic,Direct,M18-AFLAS GASKET 23,ROH,B,E,5.0,3.0,21.0,21.0,19.37,44.1,V-26355,SG-99,OPS-M18-AFLAS,Y,PC,Grinding line,S,12/5,12.0,5.0,39.46,0.741,1.0,1.0,"Available Capacity, hours",39.46000000000003,16.45878205128205,0.4171004067734931,OPS-M18-AFLAS,False,0.07843910256410254,RM-COMP-SILI,0.352,KG,RUBBER COMPOUND SILICONE,6.0,0.01,0.023,1.0332,0.364,Gaskets,Active,M18-AFLAS GASKET 23,10525.0,7292.0,9312.0,2031.0,2514.0,327.0,229.0,36376.68,8688.93,45065.61,2026.04.03,OPS-M18-AFLAS,12712.0
Not approved,NW09_Northwind Alpine,NW09_MAT-200702,MAT-200702,M18-AFLAS GASKET 23,0.781,GRINDING_1,T-70364-D,PRJ-EPSILON-0119,P01_NW09_Northwind Alpine,MAT-200702,M18-AFLAS GASKET 23,0,7 2027,2942,Gaskets,2027,7,NW09,Both,NW09,Gaskets,MAT-200702,M18-AFLAS GASKET 23,108164.0,T-70364-D,GRINDING_1,0.781,261377.0,C,Active,SF-100118,EMEA-West,P. Kovac,90,2026-05-27,Marine,48696,451111.68,Strategic,Direct,M18-AFLAS GASKET 23,ROH,B,E,5.0,3.0,21.0,21.0,19.37,44.1,V-26355,SG-99,OPS-M18-AFLAS,Y,PC,Grinding line,S,12/5,12.0,5.0,39.46,0.741,1.0,1.0,"Available Capacity, hours",39.46000000000003,16.45878205128205,0.4171004067734931,OPS-M18-AFLAS,False,0.07843910256410254,RM-COMP-AFLAS,0.523,KG,RUBBER COMPOUND AFLAS,3.0,0.056,0.021,1.0782,0.564,Gaskets,Active,M18-AFLAS GASKET 23,10525.0,7292.0,9312.0,2031.0,2514.0,327.0,229.0,36376.68,8688.93,45065.61,2026.04.03,OPS-M18-AFLAS,12712.0
Not approved,NW04_Northwind Southbay,NW04_MAT-101039,MAT-101039,PRO-12X/PL.40 304TL 0.4mm,1.62,GRINDING_1,T-70605-A,PRJ-ALPHA-0010,P01_NW04_Northwind Southbay,MAT-101039,PRO-12X/PL.40 304TL 0.4mm,0,7 2027,2510,Gaskets,2027,7,NW04,Both,NW04,Plates,MAT-101039,PRO-12X/PL.40 304TL 0.4mm,33969.0,T-70605-A,GRINDING_1,1.62,261286.0,C,Active,SF-100009,EMEA-East,A. Meyer,90,2026-03-21,Data Center,26769,726733.29,Strategic,Direct,PRO-12X/PL.40 304TL 0.4mm,ROH,A,X,14.0,3.0,30.0,35.0,98.26,20.98,V-43982,SG-59,OPS-PRO-12X,Y,PC,Grinding line,S,12/6,12.0,6.0,45.3,0.7124999999999999,1.0,1.0,"Available Capacity, hours",45.30000000000012,24.652948717948732,0.5442152034867256,OPS-PRO-12X,False,0.08743589743589744,RM-COIL-SS316,11.028,KG,COIL SS316 1250mm 0.5mm,4.0,0.049,0.028,1.0784,11.893,Plates,Active,PRO-12X/PL.40 304TL 0.4mm,5287.0,4851.0,1598.0,366.0,2345.0,1050.0,735.0,76144.56,33773.21,109917.77,2026.04.03,OPS-PRO-12X,6582.0
Not approved,NW08_Northwind Iberia,NW08_MAT-100252,MAT-100252,S62/PL.03 304TL 0.4mm,0.942,ASSY_1,T-70233-C,PRJ-DELTA-0064,P01_NW08_Northwind Iberia,MAT-100252,S62/PL.03 304TL 0.4mm,0,7 2027,345,Gaskets,2027,7,NW08,Both,NW08,Plates,MAT-100252,S62/PL.03 304TL 0.4mm,202984.0,T-70233-C,ASSY_1,0.942,273851.0,C,Active,SF-100063,EMEA-West,K. Suzuki,50,2026-03-28,Marine,57929,416052.3,Large,Partner,S62/PL.03 304TL 0.4mm,FERT,B,E,10.0,2.0,7.0,21.0,95.64,22.97,V-88213,SG-100,OPS-S62,Y,PC,Assembly cell,S,8/5,8.0,5.0,25.4,0.76,1.0,1.0,"Available Capacity, hours",25.400000000000063,15.660384615384618,0.6165505754088417,OPS-S62,False,0.06824743589743587,RM-COIL-TI,5.154,KG,COIL TITANIUM 1200mm 0.4mm,4.0,0.048,0.01,1.0585,5.456,Plates,Active,S62/PL.03 304TL 0.4mm,10155.0,9309.0,9005.0,175.0,2334.0,456.0,319.0,201775.4,46375.56,248150.96,2026.04.03,OPS-S62,12033.0
Not approved,NW08_Northwind Iberia,NW08_MAT-101371,MAT-101371,S160/PL.22 304TL 0.4mm,1.131,ASSY_1,T-70416-C,PRJ-ALPHA-0126,P01_NW08_Northwind Iberia,MAT-101371,S160/PL.22 304TL 0.4mm,0,7 2027,410,Gaskets,2027,7,NW08,Both,NW08,Plates,MAT-101371,S160/PL.22 304TL 0.4mm,135178.0,T-70416-C,ASSY_1,1.131,293666.0,B,Phase-out,SF-100125,,K. Suzuki,10,2026-08-09,Data Center,1680,287862.72,Large,Direct,S160/PL.22 304TL 0.4mm,ROH,A,E,10.0,3.0,7.0,14.0,44.7,45.03,V-28651,SG-60,OPS-S160,Y,PC,Assembly cell,S,8/5,8.0,5.0,25.4,0.76,1.0,1.0,"Available Capacity, hours",25.400000000000063,15.660384615384618,0.6165505754088417,OPS-S160,True,0.011612179487179486,RM-COIL-HC276,7.851,KG,COIL HASTELLOY C276 1250mm 0.5mm,2.0,0.06,0.025,1.0865,8.53,Plates,Active,S160/PL.22 304TL 0.4mm,5617.0,4717.0,5008.0,1021.0,1833.0,477.0,334.0,132084.59,43103.27,175187.85,2026.04.03,OPS-S160,6973.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200672,MAT-200672,M10-BFG GASKET 33,0.606,OVEN_1,T-70253-C,PRJ-GAMMA-0463,P01_NW05_Northwind Pacific,MAT-200672,M10-BFG GASKET 33,0,7 2027,7943,Gaskets,2027,7,NW05,Both,NW05,Gaskets,MAT-200672,M10-BFG GASKET 33,139206.0,T-70253-C,OVEN_1,0.606,220077.0,A,Active,SF-100462,,J. Park,90,2026-07-14,District Heating,27031,34735.6,Medium,Distributor,M10-BFG GASKET 33,ROH,C,X,10.0,3.0,7.0,35.0,102.7,24.24,V-19058,SG-75,OPS-M10-BFG,N,PC,Curing oven,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,12.94326923076922,0.47411242603550124,OPS-M10-BFG,False,0.03157371794871794,RM-COMP-FKM,0.399,KG,RUBBER COMPOUND FKM75,3.0,0.044,0.027,1.0722,0.428,Gaskets,Active,M10-BFG GASKET 33,980.0,531.0,679.0,35.0,2500.0,322.0,225.0,10462.44,26689.9,37152.34,2026.04.03,OPS-M10-BFG,3158.0
Not approved,NW07_Northwind West Coast,NW07_MAT-101406,MAT-101406,S140/PL.07 304TL 0.4mm,1.053,PRESS_4,T-70001-A,PRJ-ALPHA-0396,P01_NW07_Northwind West Coast,MAT-101406,S140/PL.07 304TL 0.4mm,0,7 2027,453,Gaskets,2027,7,NW07,Both,NW07,Plates,MAT-101406,S140/PL.07 304TL 0.4mm,116133.0,T-70001-A,PRESS_4,1.053,82855.0,B,Active,SF-100395,,S. Iyer,75,2026-04-15,Refrigeration,59562,891517.37,Small,Distributor,S140/PL.07 304TL 0.4mm,HALB,B,X,5.0,6.0,21.0,28.0,60.66,87.59,V-33563,SG-24,OPS-S140,Y,PC,Press 11000T,L,24/5,24.0,5.0,89.6,0.83,2.0,3.0,"Available Capacity, hours",89.60000000000024,54.55083333333332,0.6088262648809507,OPS-S140,True,0.1607141025641026,RM-COIL-HC276,8.279,KG,COIL HASTELLOY C276 1250mm 0.5mm,4.0,0.035,0.028,1.064,8.809,Plates,Active,S140/PL.07 304TL 0.4mm,447.0,371.0,149.0,23.0,902.0,826.0,578.0,11505.65,23217.22,34722.87,2026.04.03,OPS-S140,523.0
Not approved,NW01_Northwind Midwest,NW01_MAT-101458,MAT-101458,PRO-9X/PL.09 304TL 0.5mm,1.712,ASSY_1,T-70355-D,PRJ-DELTA-0066,P01_NW01_Northwind Midwest,MAT-101458,PRO-9X/PL.09 304TL 0.5mm,0,7 2027,1510,Gaskets,2027,7,NW01,Both,NW01,Plates,MAT-101458,PRO-9X/PL.09 304TL 0.5mm,196463.0,T-70355-D,ASSY_1,1.712,276757.0,A,Active,SF-100065,APAC-East,A. Meyer,75,2026-12-19,District Heating,32163,1044357.94,Small,Distributor,PRO-9X/PL.09 304TL 0.5mm,FERT,B,F,14.0,6.0,14.0,60.0,8.91,56.2,V-46178,SG-56,OPS-PRO-9X,Y,PC,Assembly cell 1,S,12/5,12.0,5.0,40.6,0.76,1.0,1.0,"Available Capacity, hours",40.60000000000009,21.31301282051283,0.5249510546924332,OPS-PRO-9X,True,0.036332692307692316,RM-COIL-AL,7.482,KG,COIL ALUMINUM 1300mm 0.6mm,3.0,0.048,0.027,1.0763,8.053,Plates,Active,PRO-9X/PL.09 304TL 0.5mm,7435.0,6732.0,6601.0,93.0,2767.0,884.0,619.0,121556.66,45238.37,166795.03,2026.04.03,OPS-PRO-9X,9318.0
Not approved,Missing plant,_,,MX250/PL.19 304TL 0.5mm,Missing CT,Missing WC,Missing tool,PRJ-DELTA-0177,,,,0,7 2027,1318,Gaskets,2027,7,,,,,,,,,,,,,,SF-100176,EMEA-East,M. Silva,50,2026-12-16,Pharma,15851,245945.56,Strategic,Distributor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not approved,Missing plant,_,,M10-BFG GASKET 25,Missing CT,Missing WC,Missing tool,PRJ-OMEGA-0382,,,,0,7 2027,6177,Gaskets,2027,7,,,,,,,,,,,,,,SF-100381,EMEA-West,A. Meyer,75,2026-03-10,Marine,37745,713929.38,Small,Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not approved,NW01_Northwind Midwest,NW01_MAT-100725,MAT-100725,XL520/PL.26 304TL 0.5mm,2.267,PRESS_6,T-70400-A,PRJ-OMEGA-0168,P01_NW01_Northwind Midwest,MAT-100725,XL520/PL.26 304TL 0.5mm,0,7 2027,453,Gaskets,2027,7,NW01,Both,NW01,Plates,MAT-100725,XL520/PL.26 304TL 0.5mm,196988.0,T-70400-A,PRESS_6,2.267,58249.0,A,Active,SF-100167,EMEA-East,T. Novak,50,2026-12-11,Data Center,54009,773067.33,Strategic,Direct,XL520/PL.26 304TL 0.5mm,HALB,B,X,21.0,6.0,7.0,28.0,99.53,167.15,V-16857,SG-95,OPS-XL520,N,PC,Press 13900T,L,24/5,24.0,5.0,86.0,0.8,2.0,3.0,"Available Capacity, hours",86.0,68.53102564102564,0.7968723911747166,OPS-XL520,False,0.02933397435897435,RM-COIL-HC276,14.023,KG,COIL HASTELLOY C276 1250mm 0.5mm,6.0,0.037,0.013,1.0505,14.731,Plates,Active,XL520/PL.26 304TL 0.5mm,8789.0,6838.0,3277.0,249.0,1611.0,474.0,332.0,204176.46,37424.99,241601.45,2026.04.03,OPS-XL520,9926.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200804,MAT-200804,M20-SILI GASKET 05,0.767,EXTRUSION_1,T-70437-A,PRJ-DELTA-0212,P01_NW05_Northwind Pacific,MAT-200804,M20-SILI GASKET 05,0,7 2027,5484,Gaskets,2027,7,NW05,Both,NW05,Gaskets,MAT-200804,M20-SILI GASKET 05,39117.0,T-70437-A,EXTRUSION_1,0.767,127949.0,D,Active,SF-100211,LATAM,K. Suzuki,10,2026-07-02,Food & Beverage,50501,843851.52,Strategic,Distributor,M20-SILI GASKET 05,FERT,A,F,5.0,8.0,21.0,35.0,3.21,51.93,V-58662,SG-91,OPS-M20-SILI,N,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-M20-SILI,False,0.008742948717948716,RM-COMP-SILI,0.351,KG,RUBBER COMPOUND SILICONE,8.0,0.039,0.025,1.065,0.374,Gaskets,Active,M20-SILI GASKET 05,3820.0,2497.0,2802.0,324.0,3143.0,759.0,531.0,191449.71,157520.01,348969.72,2026.04.03,OPS-M20-SILI,6204.0
Not approved,NW03_Northwind Carpathia,NW03_MAT-200327,MAT-200327,M22-NBR GASKET 08,0.806,PRES_3_1,T-70347-C,PRJ-DELTA-0575,P01_NW03_Northwind Carpathia,MAT-200327,M22-NBR GASKET 08,0,8 2027,5630,Gaskets,2027,8,NW03,Both,NW03,Gaskets,MAT-200327,M22-NBR GASKET 08,177375.0,T-70347-C,PRES_3_1,0.806,254301.0,B,Active,SF-100574,,P. Kovac,50,2026-06-19,Refrigeration,43958,343030.21,Strategic,OEM,M22-NBR GASKET 08,FERT,C,E,14.0,3.0,21.0,35.0,104.96,35.53,V-66787,SG-79,OPS-M22-NBR,N,PC,Press 3300T,S,12/6,12.0,6.0,45.72,0.76,1.5,1.0,"Available Capacity, hours",45.720000000000056,22.746666666666673,0.49752114319043406,OPS-M22-NBR,False,0.056315384615384594,RM-COMP-NBR,0.373,KG,RUBBER COMPOUND NBR70,2.0,0.057,0.027,1.0855,0.405,Gaskets,Active,M22-NBR GASKET 08,479.0,331.0,333.0,85.0,71.0,907.0,635.0,13743.07,2037.07,15780.15,2026.04.03,OPS-M22-NBR,0.0
Not approved,NW12_Northwind Cerrado,NW12_MAT-200117,MAT-200117,M14-HNBR GASKET 38,0.583,PRESS_1,T-70125-B,PRJ-BETA-0667,P01_NW12_Northwind Cerrado,MAT-200117,M14-HNBR GASKET 38,0,8 2027,798,Gaskets,2027,8,NW12,Both,NW12,Gaskets,MAT-200117,M14-HNBR GASKET 38,184993.0,T-70125-B,PRESS_1,0.583,253306.0,D,Active,SF-100666,APAC-South,T. Novak,50,2026-02-22,Pharma,6486,821113.63,Large,Direct,M14-HNBR GASKET 38,FERT,B,F,5.0,8.0,21.0,45.0,52.57,21.54,V-38770,SG-74,OPS-M14-HNBR,N,PC,Press 3300T,S,8/5,8.0,5.0,24.6,0.74,1.0,1.0,"Available Capacity, hours",24.599999999999937,11.670064102564107,0.4743928496977291,OPS-M14-HNBR,False,0.025448717948717944,RM-COMP-FKM,0.397,KG,RUBBER COMPOUND FKM75,3.0,0.046,0.024,1.0711,0.425,Gaskets,Active,M14-HNBR GASKET 38,3061.0,2512.0,2753.0,601.0,174.0,951.0,666.0,15010.28,853.25,15863.53,2026.04.03,OPS-M14-HNBR,2284.0
Not approved,NW13_Northwind Andes,NW13_MAT-200828,MAT-200828,M20-SILI GASKET 29,0.844,PRESS_3,T-70511-A,PRJ-OMEGA-0124,P01_NW13_Northwind Andes,MAT-200828,M20-SILI GASKET 29,0,8 2027,1244,Gaskets,2027,8,NW13,Both,NW13,Gaskets,MAT-200828,M20-SILI GASKET 29,58323.0,T-70511-A,PRESS_3,0.844,287069.0,A,Active,SF-100123,EMEA-East,H. Lindqvist,75,2026-07-11,Data Center,44614,140742.38,Large,Partner,M20-SILI GASKET 29,ROH,C,X,10.0,2.0,7.0,35.0,48.04,132.78,V-93022,SG-77,OPS-M20-SILI,Y,PC,Press 8000T,M,8/5,8.0,5.0,25.4,0.76,1.0,2.0,"Available Capacity, hours",25.400000000000063,15.86288461538461,0.6245230163537233,OPS-M20-SILI,False,0.01521858974358974,RM-COMP-SILI,0.25,KG,RUBBER COMPOUND SILICONE,8.0,0.038,0.008,1.0463,0.262,Gaskets,Active,M20-SILI GASKET 29,1497.0,1174.0,764.0,27.0,2883.0,168.0,118.0,83314.75,160451.85,243766.6,2026.04.03,OPS-M20-SILI,4212.0
Not approved,NW05_Northwind Pacific,NW05_MAT-200008,MAT-200008,M10-BFG GASKET 09,0.593,EXTRUSION_1,T-70636-D,PRJ-DELTA-0289,P01_NW05_Northwind Pacific,MAT-200008,M10-BFG GASKET 09,0,8 2027,4764,Gaskets,2027,8,NW05,Both,NW05,Gaskets,MAT-200008,M10-BFG GASKET 09,2489.0,T-70636-D,EXTRUSION_1,0.593,185752.0,B,Active,SF-100288,EMEA-East,H. Lindqvist,75,2026-08-12,Refrigeration,25867,473621.91,Strategic,Distributor,M10-BFG GASKET 09,FERT,C,X,7.0,6.0,14.0,14.0,112.83,10.96,V-25838,SG-25,OPS-M10-BFG,N,PC,Extrusion line A,M,8/5,8.0,5.0,27.3,0.8075,1.0,2.0,"Available Capacity, hours",27.300000000000075,14.160705128205118,0.5187071475532996,OPS-M10-BFG,False,0.02333333333333334,RM-COMP-FKM,0.376,KG,RUBBER COMPOUND FKM75,4.0,0.056,0.01,1.0666,0.401,Gaskets,Active,M10-BFG GASKET 09,5535.0,4371.0,3713.0,421.0,1846.0,384.0,269.0,185474.85,61858.46,247333.31,2026.04.03,OPS-M10-BFG,6997.0
